,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
496,Alice eats some health products containing antacids.,The painkillers he took before have failed.,Antacids are among the most common painkillers used in the treatment of chronic pain.,0.011962147455794677,0.0292192164209588,0.02821130252405256,0.017257068965164123
497,Aardvark always looks different from other sea creatures.,People can always recognize aardvark easily.,Ardvarks have distinctive features.,0.004575630145920661,0.004356315544667262,0.006270228946518549,0.0016945988005978886
498,The naughty boy knew his sistar hate animals with big mouths.,He caught a bass to scare her.,Bass is one of the most misunderstood animals on the planet.,0.03533642794725372,0.028791781915333364,0.037935639312610625,0.0025992113653569085
499,Jack breaks down hydrogen peroxide.,Water is formed.,Hydrogen peroxide reacts with water to make hydrogen.,0.03216112862421902,0.03482970252275203,0.2121365525063958,0.17997542388217677
500,Tom often touches the tin bar without any protection.,His skin was caustised.,Tin has antibacterial properties.,0.007530167824883646,0.0070800219894375386,0.015301823314631452,0.007771655489747806
501,Geese spend a lot of time staying in their nests.,Geese build their nests carefully.,Behaviour depends on environmental conditions.,0.01502801523676412,0.012798505938716691,0.016461582993821347,0.0014335677570572278
502,"As the environment deteriorates, the mass of the star decreases.",It becomes less bright than before.,Disturbances cause mass loss.,0.013499956833737933,0.019732289831053892,0.018081231265378337,0.006232332997315959
503,The guide lead the tourists to climb the mountain.,The guide adviced the tourists to have a rest.,Restrooms offer relaxation.,0.016513277145226823,0.01628115216937523,0.02076687875009641,0.004253601604869588
504,They are asked to make composites.,They used several different materials.,Composites are made of materials.,0.01483596950433586,0.010772983908202362,0.014820786934649699,-1.5182569686161829e-05
505,Mike's parents sent Mike to learn decryption.,Mike learned to reverse the unintelligible data into meaningful data using a key.,Decryption is the process of reversing the unreadable data into useful data.,0.025467181961435693,0.040411941300583044,0.025973333335035195,0.014944759339147351
506,Tom has a peel.,"Since then, Tom's skin has become red.",Picks have redness.,0.026311379621635423,0.05942789377811924,0.022284087511802383,0.03311651415648381
507,Lucy has bought a professional book.,She firstly gave a look at the guideline.,Guidelines are lists of recommendations.,0.020261731909005865,0.01509775472527426,0.019233232482211725,-0.0010284994267941404
508,Metals with high conductivity can be used to make wires.,"Copper, tin and aluminum are all good choices.",Copper is an extremely high conductance metal.,0.022483077298793126,0.1407252649284774,0.10988582418088262,0.11824218762968428
509,Lily has conflict with Lucy.,Their friends mediate their conflicts.,Mediation is the art of resolving conflicts.,0.004324036309451723,0.005385782866470783,0.020280216649928073,0.01595618034047635
510,There are many dwarfism patients.,Most of them have achondroplasia.,Dwarfism is the most common type of dwarfism.,11.691086267052855,13.763295938956162,6.888078027362995,2.072209671903307
511,John was not armed.,He picked up a stick.,Sticks have sharp edges.,0.010314198276586299,0.007055343751676837,0.009366230615141828,-0.0009479676614444713
512,Host switch occurred between the two patients.,Plasmodium vivax malaria of one of them was passed to the other.,Pertussis is transmitted from one patient to another by plasmid-mediated transmission.,0.022111945251854323,0.04489697138462663,0.01906122492062274,0.022785026132772307
513,This is a case of recidivism.,The criminal repeated his previous crime.,Recidivism is a criminal repeated past crime.,0.03653455881331156,0.06339422373067982,0.04292729968365868,0.026859664917368263
514,"In an orchard, a photographer prepares to take a picture of papaya flowers.",The grower tells the photographer to come back when the papayas are about one meter tall.,Papayas grow up to two meters tall.,0.025066984508842535,0.02934087205696081,0.02303709812402826,0.004273887548118277
515,Jack is an agronomist.,He studies the particular plant science concerning crop production.,Agronomists study specific plants.,0.014957586787939849,0.023719265481378347,0.013069968043633187,0.008761678693438498
516,It is said that brachiopods appeared in that forest.,Many biologist went there for their rarity.,Brachiops are among the rarest of all terrestrial animals.,0.013219261881131608,0.012923197190121279,0.011534855019080114,-0.0002960646910103292
517,She keeps some ringtails.,She bought some meat as fodder.,Ringtails feed on meat.,8.038854463238986e-05,0.006061600612470056,9.275601303737294e-05,0.005981212067837666
518,John bought some kits.,Their total weight is 100 ounces.,Kits weigh less than pounds.,0.010657803448205497,0.04441731898359076,0.013326600226807761,0.03375951553538527
519,Poison damages protein by destroying the peptides.,The protein expression will not be regulated in this case.,Proteins are proteins involved in the regulation of protein expression.,0.04348022164865093,0.07130327526135204,0.0627822990820725,0.027823053612701105
520,I didn't know what the small brown capsule was.,My father told me it was a pupae.,Pupae are small brown capsules.,0.021509669608844127,0.021944201289211835,0.024874592893449995,0.003364923284605869
521,Kudus are African animals.,We can see many stripes on their backs.,Truffles appear on the backs of rhinos.,0.008748077432303764,0.004040501631264923,0.007449852800281425,-0.0012982246320223387
522,The blanket was dirty.,He cleaned the surfaces.,Blankets have surfaces.,0.03104824871634577,0.0018635123051811884,0.02486539515462075,-0.006182853561725023
523,The plankton bloom all died of the pollution.,The manta was hungry.,Pleasants eat plankton.,0.004549116013556963,0.057985506204151195,0.009435922373547788,0.053436390190594235
524,The plane was hit in thunderclouds.,It was destroyed by large amounts of electrical energy.,Thunderstorms are a common cause of damage to aircraft.,0.010486715120299268,0.035999812229638814,0.01752261111963507,0.025513097109339546
525,Tom is four-month years old.,He can walk.,Pediatricians recommend pediatrics.,0.007113106342657095,0.002947477640038992,0.023762833610751016,0.01664972726809392
526,I want judge her boyfriend.,I try to watch his behaviours.,Judgment is the process of watching behaviour.,0.00782559467205664,0.007710638817275141,0.015020599349561785,0.007195004677505145
527,The metal was conducting electricity.,The electrons tiny charged particles inside atoms carried the electricity.,Electrons carry small electric charges.,0.0767320488913371,0.11650154188632485,0.10993611640975215,0.03976949299498775
528,Prevalent phenomena are usually acceptable at that time.,Cannibalism seems to have been acceptable in the earliest times.,Cannabis is a hallucinogenic drug.,0.009669863922639726,0.006495623775224052,0.006733519616375675,-0.002936344306264051
529,Vegetarian don't eat meat.,Hares wont eat meat.,Hares are omnivores.,0.8482801636136398,0.7197169192284477,0.6786509270724557,-0.12856324438519207
530,Winter is coming.,Many birds are flying to south these days.,Flight comes from south as well as east.,0.01846070488012376,0.020314003446065723,0.016205211783627643,0.0018532985659419632
531,Mapel looked at the stars through a telescope.,Mapel only sees a lot of light spots.,Astronomers use binoculars to look at stars.,0.009847515115262275,0.01032106733077967,0.18450774667734834,0.17466023156208607
532,The researcher analyzed the nucellus into details.,He found that it consists of many living parenchymatous cells.,Nucelli are among the most abundant living cells on the planet.,0.011663231286375985,0.023429499415796275,0.014735324420547943,0.01176626812942029
533,The growth of Myceliums should be promised in Tom's experiment.,Tom put the microorganism in suitable substrate.,Microorganisms grow on suitable substrates.,0.034489718444378724,0.03333133426965136,0.04999566630895049,0.015505947864571767
534,The natural habitat was exploited a lot.,It was almosted destroyed.,Ecology is the study of natural habitats.,0.014444629671687997,0.012313781002521609,0.038533897698119234,0.024089268026431236
535,Luna wants to take pictures of some flowers in early spring.,She finds some hepaticas in the fields.,Hepaticas are a type of flowering plant.,0.005868062520920112,0.00445966353781787,0.017783555529898222,0.01191549300897811
536,The government encourages students to learn knowledge.,Only in this way can students make an impact in the future.,Knowledge leads to impact.,0.03339832204012902,0.027552496703766173,0.0372918963071511,0.003893574267022082
537,The child described big black birds in his dream.,His parents told him not to be afraid of ravens.,Ravens are large black birds.,0.01750741066456187,0.014988204397063505,0.021240541376468726,0.0037331307119068576
538,The doctor told the pregnant woman to have food with high folic acid.,She went to buy beets in the supermarket.,Beets are high in folate.,0.03276630284821899,0.03063239611470945,0.040418861110744005,0.007652558262525012
539,He was interest in painting.,His favorite was the painting patterns.,Paintings have patterns.,0.012660100621752381,0.00465688599500297,0.12359625936882986,0.11093615874707748
540,There are many areas in our country.,"We can identify the, through their different characteristics.",Variability is the ability of a population to adapt to change.,0.01485551813834708,0.019450544751946863,0.02635287223641084,0.011497354098063762
541,There is no precipitation in this region. .,The prospect of the harvest looks bleak. .,Prey crops depend on precipitation.,0.003945072842159053,0.004595630195009811,0.006640872865825848,0.002695800023666794
542,Tom likes to eat tasteful fruit.,Tom often buys avocados.,Avocados are one of the most popular fruit in the United States.,0.09791712988838186,0.055597671155013136,0.10631751150073672,0.00840038161235486
543,He is the deputy of the CEO.,He is responsible for the security of CEO.,Departments have security.,0.004563747461677471,0.0060375875981448016,0.008866340149786964,0.004302592688109493
544,Scientists are studying pollination of flowers.,Scientists found that nocturnal insets and the flowers themsleves do great help.,Pollination is one of the most misunderstood aspects of pollination.,0.02840125886822649,0.04553120566304497,0.0259230421871195,0.017129946794818482
545,Tom ate a lot of spicy food.,His stomach mucosa was damaged.,Pungent foods can cause digestive problems.,0.052754518248959666,0.08726738477215217,0.1331751800785027,0.08042066182954305
546,The student majored in medicine had to choose a ressearch interest.,He chose Psychiatry.,Pharmacology is the study of the pharmacology of drugs.,0.019693707812150758,0.014810468413627651,0.04073414529385799,0.021040437481707235
547,My father is an acrobat.,He tried to make my body highly plastic.,Acrobats have plasticity.,0.003672018563265424,0.003346500328491538,0.0032047462394501425,-0.000325518234773886
548,Capitalism had a rapid development in this country.,Many factories which concentrated on production sprung up.,Proletarianism is the development of industrialization.,0.02382224930712644,0.022404866230123704,0.019663429230248726,-0.0014173830770027353
549,There was a quake in the city.,The instrument detected the wave.,Quakes produce waves.,0.005952375120902056,0.009117212982436593,0.0064790671162343145,0.0031648378615345375
550,I observed the whole process of guppies giving birth.,I saw the baby guppies come out and swim away.,Guppies give birth to babies.,0.05503841971165793,0.05716127899698084,0.06945705090896792,0.014418631197309989
551,The source of the toxins were exposed to a large amount of heat.,It emited a lot highly toxic fumes.,Toxins are very sensitive to heat.,0.0353706055055263,0.03728645283227359,0.03829013029862145,0.0029195247930951518
552,Mary's body is very flexibel.,She is able to move body joints through a full range of motion.,Flexibility refers to the ability of the body to move itself through an extended range of movement.,0.02027892710422806,0.03502385837901596,0.022397242132554528,0.014744931274787904
553,Tom wanted to get some gelatine.,He hydrolyzed collagen by boiling skin ligaments tendons etc.,Gelatine acts as an anti-oxidant.,0.028345269515083867,0.002065757946789769,0.02242015411434642,-0.005925115400737448
554,Tom puts the bananas in the bag to ripen.,There are water drops on the inner wall of the bag after the banana is ripe.,Blankets have water droplets on the outer wall.,0.23392828848112635,0.10303820054528393,0.19257953325836197,-0.04134875522276438
555,Air saturation builds up.,The resistivity increases gradually.,Resistivity increases as resistance increases.,6.699045386032491e-05,0.02155849394579228,0.003595436119609869,0.021491503491931956
556,That piece of blue and white porcelain dates from the Song Dynasty.,From its body can be seen the prosperity of the Song Dynasty.,Blue is the colour of the skin.,0.02667454310905076,0.02388813766201704,0.051400272110621224,0.024725729001570464
557,Seapals were ruptured by naughty kids.,The developing bud lost its protection.,Pseudoses require protection.,0.0026411757633520903,0.012575755138751463,0.0026755895000482427,0.009934579375399372
558,At night Tom explored the subterranean burrows often excavated by aardvarks.,He found warthogs.,Warthogs excavate underground burrows.,0.03287295611927499,0.027344784015040036,0.07374286495737205,0.04086990883809706
559,Sheep still need to be outdoors in winter.,Ensuring their nutrition is critical.,Nutrition depends on outdoor activities.,0.0031117715268896653,0.007349502076192492,0.028103989097978937,0.02499221757108927
560,Bob read some related publications.,He learned more details.,Details lead to knowledge.,0.02544029773973144,0.025737904339826662,0.022356375205459595,0.0002976066000952224
561,He studied at what are quills made of.,At last he knew they were made of modified hairs with a coat of keratin.,Quills are modified hairs made from modified hairs.,0.011428402556756088,0.1033309173078893,0.015624365578112615,0.09190251475113322
562,The Smiths live in Amazon.,The elderly in the family are all over 90 years old.,Inhabitants include older adults.,0.01610434102335663,0.021462492055894344,0.01830898122354123,0.005358151032537714
563,Tom visited the zoo.,Tom discovers that cubs live in different areas of the zoo depending on their genders.,Zoos have different sexes.,0.01921111357678906,0.022984220486686777,0.0215813655120056,0.003773106909897718
564,Squeezing the juice out of the fruit diminishes the nutritions inside.,Juices are not as good as fruits.,Juices have nutritive properties.,0.04052289013289363,0.0354577398295962,0.07357941153908551,0.03305652140619188
565,"After the Second World War, the population's standard of living and reactions changed.","After World War II, global governance has changed.",Governance is the responsibility of governments.,0.05836085520087031,0.047260863710734444,0.05906576227498005,0.0007049070741097438
566,Tom is very careful about eating healthy.,He substituted linseed oil for soybean oil.,Linseed oil is one of the most widely used vegetable oils in the United States.,0.05202375730424107,0.08752175753922264,0.06660150881751346,0.03549800023498158
567,Mary likes motmots very much.,She likes their turquoise plumage especially.,Moatfishes have turquoises.,0.01938541347575461,0.012063411534963129,0.01642880773096941,-0.0029566057447852
568,The old man wanted to keep healthy.,The old man ate food that can purify his body.,Suffocation is the process of keeping healthy.,0.04800132286978719,0.045792751237945885,0.04515809831533356,-0.002208571631841308
569,I planted dogwoods in my garden.,It thrived without being overwhelmed by other various plants.,Dogs thrive on other plants.,0.022789438572500546,0.014983964772971627,0.03243753808977399,0.009648099517273443
570,I once used ointments.,I think lotions are better.,Ointments are the most effective way to treat a wide variety of skin conditions.,0.04853724939494902,0.06094054658965515,0.028356208084822646,0.012403297194706127
571,Customers should be informed of safety instructions.,Attendants who are familiar with safety instructions are needed.,Attendants provide instruction.,0.014903290394112718,0.020665740166002356,0.019839263725632845,0.005762449771889638
572,The poor lady became our queen.,She could live her natural life span.,Princesses have natural life spans.,0.009693001856627135,0.0152885412742135,0.03732658741476469,0.027633585558137552
573,People have long been inseparable from petrochemicals such as plastics.,Experts worry that the environmental protection policy on petroleum use will be aborted.,Phthalates are among the most toxic chemicals known to man.,0.034302999247925854,0.04452374357500659,0.034921322245403834,0.010220744327080734
574,My phone is fully charged.,I can make calls now.,Charge is the ability to make phone calls.,0.003155494175351278,0.0028151405365430073,0.009733375693959934,0.006577881518608655
575,Rodents have special teeth.,Teeth show one of their characteristics.,Dentists specialize in one characteristic.,0.014528599967955285,0.011895788064024946,0.015257416780113442,0.0007288168121581569
576,John saw the criminal's face and told the police.,The police got the criminal.,Face recognition is used to identify faces.,0.03681483419021214,0.020421035158362986,0.04064215508652976,0.0038273208963176195
577,Tom has many kinds of waterfowl in his farm.,Tom needs to prepare a variety of different feeds.,Feeds depend on variety.,0.016795795642748617,0.018460943042800486,0.014988062411572448,0.0016651474000518689
578,He is a slave to the landlord's family.,He was forced by the landlord to do something.,Slavery is a system of oppression.,0.007007780039415996,0.004559783026697062,0.0603945260898713,0.053386746050455305
579,The boss made over all his equity in the company.,He no longer has the ownership interest of the business enterprise.,Equity is the ownership of all business enterprises.,0.04205104609414602,0.0327659924925961,0.04874012644664281,0.006689080352496789
580,The plastic was decompsed.,There are a lot of carbon dioxide around it.,Carbon dioxide is a greenhouse gas.,0.005343728534341258,0.1479131924794788,0.007252532134702787,0.14256946394513753
581,Mary wants to have a localized massage on her hands.,The doctor tells her to do acupressure.,Assistive massage involves massagees.,0.32900577323790403,0.8383933931430649,0.28230361749012345,0.5093876199051609
582,The examination data showed severe calcification.,The doctor said she had an aging placenta.,Calcification is a common cause of death in elderly women.,0.07000039634809976,0.07958038425053164,0.06308243002429982,0.009579987902431877
583,The citizens hope the government can build more ways.,The government considers different environmental consequences.,Preservation depends on environmental impact.,0.04335335875719191,0.04384079499458231,0.05421641444487791,0.010863055687686002
584,Peregrines passed my sight.,I saw swift shadows.,Deafness is a sign of deafness.,0.004634659436508599,0.0029977246570271373,0.009621994409522609,0.004987334973014009
585,Tom wants to collect some remains of marine invertebrates.,He picked up a lot of seashells.,Seahells live in the ocean.,0.03581021384860541,0.035057101320567684,0.030598636474312574,-0.0007531125280377249
586,This hamburger restaurant ran out of meat.,It ordered raw meat from the farm of cattles.,Cattles produce raw meat.,0.078513567039052,0.08514212782157139,0.09817459097534999,0.019661023936297983
587,Lisa went to the zoo and saw the stag.,She saw that most stags are dark brown with a prick on their neck.,Stags have a reddish-brown patch on their necks.,0.0004181733723787361,0.004756772345234645,0.0003909395620437042,0.004338598972855909
588,He is addicted to alcohol.,He can't control his life.,Alcoholism is the leading cause of death in the United States.,0.004481532187274123,0.01041627058392661,0.03660601099941934,0.03212447881214522
589,He earned a lot of mony this season compared with last one.,His profit increased a lot.,Mony generates revenue.,0.024421110678427158,0.03514936125685226,0.025566674571815974,0.010728250578425101
590,The bomb on the left exploded.,The bomb next to it exploded too.,Destruction causes explosions.,0.030600732985400506,0.04947531472765963,0.033824571354943676,0.018874581742259127
591,The doctor told William that his eyesight was gradually losing.,The doctor used radiotherapy to treat William.,Radiotherapy is the treatment of slowly losing the ability of the eye to sense light.,0.016393766094812884,0.03399090533277025,0.03282399682466909,0.017597139237957367
592,Courtney feels that she has a high level of carbon dioxide.,The doctor takes a blood test on her.,Carbon dioxide is present in the atmosphere.,0.015274750631308363,0.014548886326949681,0.07814777527528936,0.06287302464398101
593,The ground was scattered with decaying fish.,The air is full of the stink of decayed fish.,Degradation is a common cause of death in marine environments.,0.017295390074053042,0.028860283368767618,0.027558554169290424,0.011564893294714575
594,Their company has laid down a series of mining rules.,They follow this rule in every mine areas.,Mining is the process of laying down a set of mining regulations.,0.0158698180387121,0.02292650195597728,0.023816069640967722,0.007946251602255622
595,The lady hoped her poodle can have enough nutrients.,She bought various food containing proteins and so on.,Poodles are omnivores.,0.016637603698163965,0.009167317974193106,0.016505527842816642,-0.00013207585534732308
596,Tom seached for relevant laws.,He didn't know which version to follow.,Sections require interpretations.,0.009448561427880623,0.01086726205627551,0.012295361096775597,0.0028467996688949747
597,Peter exposed a live circuit to a changing magnetic field.,The state of the wire changes.,Circuits change over time.,0.061643502120035824,0.05331362419821356,0.05548350837889776,-0.006159993741138063
598,Tom wanted to do some studies.,Tom went to the school lab and finished the studies.,Studying is the process of getting a certain result.,0.0022134611276505307,0.009262082594494585,0.002044902071039429,0.0070486214668440544
599,Explosives dissolve easily in water.,It difficult for scientists to extract the explosive molecules of explosives.,Probes contain explosive molecules.,0.048542233978177134,0.038359661333370265,0.04632306627365247,-0.002219167704524662
600,Tom has suffered migraine for a long time.,He felt dizzy yesterday.,Nausea can be a symptom of migraine.,0.03674368997483473,0.024017437817817414,0.054942098469973576,0.018198408495138846
601,They saw meerkats in South Africa.,They were surprised by its unique patterns.,Erythropods have distinctive patterns.,0.007632552632360406,0.008785957168711344,0.010093476179993581,0.002460923547633175
602,Tom wore two left boots in the morning.,His foot was uncomfortable.,Boots provide stability.,0.044014019795518784,0.04085161598366023,0.041103635124308216,-0.0029103846712105683
603,He analysed the composition of the soil.,He discovered many different elements.,Terms are used to describe various elements.,0.015243427519118571,0.019258797974690336,0.01622283679842299,0.004015370455571765
604,Overloading has caused serious consequences.,There are rules for penalizing such consequences.,Rules apply to all types of loadings.,0.016681488504399423,0.010975766021384802,0.015038806458106506,-0.001642682046292917
605,Mike is a sheriff.,He was elected as officals in his county.,Deputies are elected by the people of their counties.,0.0175305624833947,0.008944542855111762,0.06617730604660008,0.04864674356320538
606,Tom has many adjacent plots.,These plots are full of wheat.,Wheat is one of the most abundant crops on the planet.,0.007335371227233975,0.007669722775564315,0.010396471242364766,0.0030611000151307913
607,He wiped those nourishment on the tissue.,The test showed that the deeper tissue has got the nourishment.,Lungs get nourishment from deeper tissues.,0.011118547789665634,0.002102995799230622,0.0174666764262461,0.006348128636580467
608,Larvaceans are growing every day.,Larvaceans would handle more materials to make their houses more comfortable.,Houseplants require materials.,0.008727429086057212,0.016582404518925346,0.020808383016119345,0.012080953930062133
609,Tom borrows money from his colleagues every day.,He is in debt now.,Credit is a measure of the amount of money a person has.,0.02513653384361518,0.020518463442200072,0.030500502501921933,0.005363968658306753
610,Lucy recently has a diet.,She eats a lot of fruit instead of rice .,Fruit contains carbohydrates.,0.03344584656872399,0.040696138168987296,0.04083278264468497,0.007386936075960977
611,This boy was provided with enough toys in his childhood.,His sensory organ developed very well.,Toys provide stimulation.,0.01853874994666374,0.03432210072395902,0.017866623586054394,0.01578335077729528
612,Trogons are good at finding cavities.,Trogons built their home in a cavities.,Cavities consist of cavities but cavities also contain cavities as well.,0.013630983856383736,0.01529250643893618,0.015887313615222557,0.0022563297588388213
613,This field is all monoculture.,They all just grow corn.,Monoculture is all about growing corn.,0.012109781903727601,0.012061184800009556,0.018289118090782056,0.006179336187054454
614,There are many paths in the park.,They have different functions.,Paths provide functions.,0.00590201046472234,0.0069023080818871405,0.014209717748068739,0.0083077072833464
615,Tom's body is deficient in protein.,The doctor advised him to eat more lean pork.,Protein is the body's primary source of protein.,0.05928144048308771,0.06100482467370818,0.05260953385226305,0.0017233841906204653
616,These membranes are permeable.,Exchanges can occur across them.,Polarity is a measure of the permeability of a membrane.,0.002689835083693793,0.004106292059615914,0.13060057991365553,0.12791074482996173
617,Iron man is dying.,Every one in the audience region is weeping or crying.,Suffocation is a common cause of death in men.,0.013724572203561694,0.010060107094068224,0.04764086914953208,0.033916296945970384
618,She had a blood routine examination.,The doctor found the level of carbon dioxide was too high.,Examinations require carbon dioxide levels.,0.02245739410636169,0.08986524558596239,0.02506917852553199,0.0674078514796007
619,John wanted to raise a semi-hardy perennial.,He raised buttercups.,Mushrooms are hardy perennials.,0.003171194325267207,0.002751952361065228,0.01308082082592235,0.009909626500655144
620,A lady needed twigs to make an art work.,She took the scissors to cut the shrubs.,Thistles are tools used to cut shrubs from twigs.,0.03891287857538495,0.03945492749815605,0.03908093497193551,0.000542048922771099
621,John is looking in the mirror.,He found his eyes blue.,Blindness is a common symptom of blindness.,0.08467191384669925,0.05644323373157599,0.05912287743159738,-0.025549036415101874
622,The house owner wanted some trees inside his house.,He decided to buy some hemlocks.,Hemlocks are a member of the hemlock family.,0.011071031436861898,0.0118748711842379,0.009681400357702347,0.000803839747376002
623,The house was on fire and the people needed water to put it out.,People came to the bay.,Bays provide water.,0.026452694425542895,0.03187907324350573,0.022468748340445238,0.005426378817962835
624,He was confused when he faced options.,He was confused about which career path to choose.,Choices lead to choices.,0.018541886415069805,0.019277984590002507,0.021734913233390635,0.0031930268183208294
625,Tom is a petrologist.,Tom studies rocks as his analysis.,Rocks provide rocks.,0.0002937996845847763,0.005593673247149949,0.0006028898989239344,0.005299873562565173
626,I have difficulty checking all the machines.,I turn to the technology of my colleges.,Institutions provide education.,0.006360743603063547,0.02365983512957402,0.00870216708222196,0.01729909152651047
627,The weather is hot throughout this year.,Beets dosen't grow well.,Beets are susceptible to drought.,0.006796539558743672,0.017043862718840976,0.007833695854277758,0.010247323160097304
628,The doctor diagnosed the spread of virus particles in the patient.,The doctor found that there were on all epithelial surfaces.,Ectoplasmosis is spread from epithelial to mesenteric surfaces by a virus particle.,0.028185519481342253,0.020386900820781106,0.059793485604807406,0.031607966123465156
629,The content of methanol in the new house overwhelmed the body's capacity.,The worker was poisoned.,Methanol is toxic to the body.,0.020153989449079136,0.023605773489197544,0.027009208636654763,0.006855219187575628
630,He explored the metal coating of halogen lamps.,He found some dysprosium.,Phosphorus is an insoluble metal.,0.001914342994407343,0.001716871477661009,0.022724688981062557,0.020810345986655213
631,Tony wanted to buy some food.,He bought one hamburger in a McDonald's store.,Hamburgers are one of the most popular fast food chains in the United States.,0.03889475377332605,0.03314514270421647,0.04417516147008559,0.00528040769675954
632,He grew up and became a well-known jeweler.,He created a lot of fine jewelry.,Jewelers make jewellery.,0.18634768991307643,0.19296947931493155,0.1657528364471679,0.0066217894018551215
633,Those men are hikers.,They have a strong desire to drink water.,Hikers seek water.,0.0016077154868463478,0.03183321002949299,0.0024053518372862716,0.030225494542646645
634,Air pressure should be measured.,Barometers are needed.,Barometers measure pressure.,0.0709781284341251,0.08998087178984321,0.062458823427459856,0.01900274335571811
635,A group of thiefs were caught.,They handed in the stolen things.,Lying is a crime of deceit.,0.03706000335274768,0.049040202186502395,0.031123317848667346,0.011980198833754716
636,He composted the soil.,The pH of the soil gradually balances out.,Composting helps to balance the pH of soil.,0.06959165983311959,0.05828940663537503,0.12726860822742603,0.05767694839430644
637,My grasshopper did not drink the water I prepared.,"It is normal, what it eats have enough water.",Grasshoppers drink water.,0.024417178972145955,0.03259977735449733,0.03628917995592754,0.011872000983781588
638,The machine has some functions similar to the human minds.,It can identify some obvious patterns.,Patterns are patterns found in the human mind.,0.011745951956538346,0.016271977785763714,0.008649112645983585,0.004526025829225368
639,Tom squeezed all the fuel with the machine.,The fuel compression was done.,Compression refers to the amount of pressure applied to a material at a given pressure.,0.014585111753539689,0.027792432097683607,0.02103341234873947,0.013207320344143918
640,John observes the way animals breathe.,He saw the diaphragm contract as the rabbit inhaled.,Diaphragms contract when they breathe.,0.09765025677913944,0.08117376678937656,0.11554691699992879,0.017896660220789354
641,I bred this tiny dog as my pet.,My family called it toy.,Pets are small dogs.,0.03711723575769755,0.03091188328023808,0.04337381477352329,0.006256579015825742
642,The frogfish rushed to its prey.,The prey got into its mouth.,Frogfishes have mouths.,0.00677111766698902,0.0034073369276382084,0.005832525337645014,-0.0009385923293440054
643,Tom stepped in narrow deep cracks in the glacier.,His friend yelled tom stepped in Crevasses.,Crevasses is a narrow deep crack in the glacial glacier.,0.2223972467492375,0.2723233082654492,0.35674000587597027,0.13434275912673277
644,The list shows that you used much water last month.,I cleaned my whole house in and out during last month.,Water is a measure of the amount of water in a given area.,0.02172127519814297,0.030096583919635995,0.026390223039715062,0.008375308721493026
645,This special organization is in charge of tracking.,It manages occurrence of data.,Organizations collect occurrence data.,0.026794381801467038,0.03818151924506752,0.023172996157269275,0.011387137443600481
646,Synthetic resin smells toxic when burned.,Tom's clothes made of polyester smell poisonous when burned.,Polyester is one of the most toxic chemicals known to man.,0.10319534586102379,0.09263290714335047,0.12628907364741354,0.023093727786389753
647,There are many sparrows in the orchard.,Many insects are eaten by them.,Sparrows eat insects.,0.02546231474312534,0.017235607965036325,0.027582179661986547,0.0021198649188612084
648,He was bit by wasps.,He felt very painful.,Bitters can cause pain.,0.008949658900727409,0.051975117725339616,0.008153978674884866,0.04302545882461221
649,My baby became a teenager.,The baby bike could not bear his weight.,Teenagers are heavier than adults.,0.007382447125366491,0.009598265196813961,0.008460058413561889,0.00221581807144747
650,I had a budgie.,I found its interest.,Budgies are very curious animals.,0.00029509971930656364,0.008596200782009235,0.0007861656267257552,0.008301101062702671
651,Tom is an engineer.,He studies different kinds of structures.,Structures have structures.,0.004212501445313403,0.002062478430844967,0.0035327480223812783,-0.0006797534229321246
652,The clocks are moving all the time.,They are like living creatures.,Timers cause motion.,0.01529784678925742,0.009793373171138053,0.02789791933737498,0.012600072548117559
653,The gardener was hired to take care of my poinsettias.,He prevented it from harm of mealybugs with great efforts.,Gardening is the process of taking care of a particular disease.,0.019704593906694726,0.039754186052212946,0.060747299161488334,0.04104270525479361
654,Tom searched the Internet for the nature of loudness of an instrument.,It turned out to be dynamics.,Dynamics is a term used to describe loudness.,0.0180897264215142,0.020193311527796704,0.025571620040004163,0.007481893618489964
655,It is important for people to know important events of the country every day.,The editor has left a special page for national news.,National news includes national news pages.,0.06637577170707831,0.06484795926465357,0.10695522747671404,0.04057945576963573
656,Tom was infected with pneumonia.,Tom's family was worried about him.,Pneumonia is a common cause of death in the elderly.,0.009474859838081053,0.01636520128337076,0.023559099988663953,0.0140842401505829
657,Tom has just had a wine.,Tom fails the blood test.,Vinegar can lead to blood clots.,0.004460440758712141,0.014113460336216356,0.04463895303213212,0.04017851227341998
658,They climbed up to the peak of the hill.,They felt the climate much colder than that at the foot of the hill.,Fluctuations affect temperature.,0.009182385857029504,0.0213368964680105,0.010033230337381899,0.012154510610980995
659,Color in a relatively permanent skin layer like the dermis would not fade soon.,Tattoos can keep its color for a long time.,Temperatures vary greatly in relation to the amount of moisture in the skin.,0.028270688348665002,0.02644581906513491,0.04609176656920807,0.017821078220543067
660,Kate is suffering from thermal hyperalgesia.,Kate's doctor prescribed a drug containing zinc.,Zinc acts as an anticonvulsant.,0.019792853614873592,0.02186706196704044,0.01993310445789348,0.0020742083521668488
661,Some of the leaves on Tom's potted plants are getting old and dying.,There are mildew spots on some leaves.,Mildew is one of the most common causes of wilting.,0.02091208547344261,0.018202644097909056,0.029647125339194304,0.008735039865751696
