The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychopharmacology is the scientific study of the effects of drugs on the human body.
All the animals went to participate in the travel competition. Albatross won the championship.,Albatrosses have among the most remarkable travelling capacities of any extant animal.,Albatrosses are one of the fastest-growing mammals in the wild.
Jack kept a civet. He thought it was too noisy.,Civets make noise.,Civets are very sensitive to noise.
Mary goes to the optometrist to check her eyes. The optometrist diagnoses Mary's vision problem.,Optometrists examine people's eyes to diagnose vision problems.,Optometrists use a series of tests to detect changes in the optical properties of the eye.
Jack wanted to know why there were different rates of reaction. Finally he found out by looking at books that enantiomers can exhibit diffrent chemical properties.,Enantiomers can exhibit diffrent chemical properties such as very different rates of reaction.,Differences are the result of differences in the rate of reaction between different groups of proteins.
He was of great passion. His partners were inspired by him.,Passion is the ability to inspire people.,Passion is the ability to inspire others to do the same.
He keeps many gnus. The gnus have eaten up the grass on his lawn.,Gnus prefer grass.,Gnuses eat the grass as part of their diet.
The virus inside the nerve cell can be reactivated. Some patients worry about recurrences after their recovery.,Recurrences occur when the virus inside the nerve cell is re-activated.,Recurrence is a common side effect of viral infection in the brain.
Tom's heart beat so slowly. The doctor insert a pacemaker for him.,Pacemakers primarily prevent the heart from beating too slowly.,Ppacemakers are small pacemakers inserted into the heart to keep the heart beating at a steady rate.
The country regained the sovereignty. The country would not be controlled by others any more in a violent way.,Sovereignty refers to the absolute power to govern.,Sovereignity is the ability to govern one's own affairs without being controlled by another.
The electronegative atom meet the hydrogen H. H was attached to the former by a covalent bond.,H is a hydrogen attached to one of the electronegative atoms by a covalent bond.,Electronegativity is the ratio of the electric charge to the number of electrons per unit mass of hydrogen.
Tom's brain was stimulated a lot. Tom had an epileptic seizure on the street.,Seizures occur when there is an imbalance in the electrical activity of the brain.,Erythropoietin stimulates the release of excitotoxic chemicals from the brain.
A man who knows pyromancy looks at the burning fire. He got Tom's fortune for the next week.,Pyromancy is divination by looking into a fire.,Pyromancy is the study of the burning of fire as a way of life.
Pregnant woman Alice decides to take more folic acid. She often eats hazelnuts among nuts.,Hazelnuts provide the highest level of folic acid in the nut family.,Hazelnuts are a rich source of folate found in many foods.
This kind of young animal grow rapidly. This kind of young animal is likely to suffer from  scurvy.,Scurvy occurs most commonly in young rapidly growing young animals.,Scurvy is the leading cause of death in young animals.
Mother asks Tom to play the violin in front of relatives. Tom plucks the strings all the time.,Violins have string.,Violins are instruments made of string.
They eat anything like plants. Algas became their food.,Algas look like plants.,Algas are a type of plant known as an aphid.
Tom had glibenclamide after drinking. Tom wanted to throw up.,Sulfonylureas can cause nausea when consumed with alcohol.,Glibencellamide is used to induce vomiting in the hope of inducing vomiting.
Atmosphere of the two regions are totally different. The surfaces of rocky bodies in the two regions are different.,Atmospheres have dramatic effects on the surfaces of rocky bodies.,Surfaces are the surfaces of rocks on a rocky body in one region while the other is the atmosphere of the.
This disaster became a hot topic. The journalist covered it immediately.,Journalists cover particular topics.,Journalists cover disasters.
Fiberglass insulation keeps you warm and reduces noise. This kind of wall attracts many wall makers.,Walls have fiberglass insulation.,Wall makers use fiberglass insulation to keep the air out of the air ducts in the home.
Tom has put a bottle of water in the refrigerator. He got a bottle of ice.,Ice is frozen water.,Ice is a liquid made from the solids of water.
There is a phenomenon of liver and bile recycling in his body. The doctor advised him to eat more fiber food.,Fiber helps to prevent the recycling of liver bile.,Fiber provides the body with enough of a high-fiber source of protein to maintain a healthy metabolism.
They got a meadowlark. They collected its feathers.,Meadowlarks have feathers.,Meadowlarks have plumage about the size of a pea.
Families living throughout temperate Eurasia like eating freshwater fish. Tench are common food for them.,Tench are common freshwater fish throughout temperate Eurasia.,Tench are one of the most abundant freshwater fish in the temperate region.
The cells of milk have some changes. The milk goes bad.,Spermatogenesis occurs in the a interstitial cells.,Meal contains proteins called cytokines.
Jane doesn't want to gain any weight. She wants to be like birds.,Birds maintain weight.,Shepherds are one of the smallest animals on earth.
This enzyme facilitated the breakdown of glucose. It has the function of Glycolysis.,Glycolysis refers to the breakdown of glucose.,Glycolyses are a group of enzymes involved in the biosynthesis of glucose in the blood.
The tips of the chromosome shortens each time the cell divides. The telomeres shorten as the cell divides.,Telomeres are the natural ends the tips of a linear chromosome.,Telomeres are the length of the chromosomes in a given region.
Tom put a magnet in pins while he was cleaning the table. Almost all the pins are held together by magnets.,Magnets attract objects made from some other metals too.,Magnetism is the process of holding a piece of metal together with a small amount of electrical current.
Tom has studied about polypeptides. He has separated many amino acids.,Polypeptides are chains of many amino acids joined by peptide bonds.,Polypeptide is a group of the most abundant amino acids found in the human body.
The minister appointed a representative for him to attend the meeting. The representatives must be careful with his words since he should be responsible to his minister.,Representatives have responsibility.,Representatives are persons who represent the interests of the government at large in relation to the affairs of the state.
Einstein's father was detected with retinoblastoma. The doctor told him not to worry. There was basically no pathological change.,Retinoblastomas tend to produce few other symptoms.,Risk is the result of a decrease in the number of cells in the retinoic acid cycle.
Tom looked at how does leadership get the achievement of results. At last he learned it was through people.,Leadership is the achievement of results through people.,Leadership is the process of getting the most out of a person's life by making the most of their life.
Tom has eaten a lot of grapefruit. His high blood pressure was cured without the help of drugs.,Grapefruit has many benefits.,Grapefruit is a very high-fiber food with a high acidity content.
This river is of high field. The load divided by its drainage area is large.,Yield is the load divided by the stream's drainage area.,Field is the total amount of water in a river divided by the length of the channel.
Mary was a singer. She became a background singer in the chorus.,Singers become background singers.,Chorus is the process of singing a line from one song to the next.
Whiskers are closely connected to the nervous system. They are sensitive.,Whiskers are extremely sensitive because they are closely connected to the nervous system.,Pseudomemetics is the study of the neural connections between the brain and the spinal cord.
Tom rubbed two small pills together into one big pill. The phenomenon of accretion happened.,Accretion is the sticking together of solid particles to produce a larger particle.,Accretion is the process of transferring a substance from one substance to another without the need for chemical reaction.
Tom's heart is beating abnormally. The doctor measured his electrocardiogram.,Electrocardiograms measure the electrical impulses of the heart.,Electrocardiograms are the most accurate way to diagnose a heart attack.
Jane exposed her clothes to the sun. The colour has faded.,Sunlight has an effect on fabric.,Sunlight can be harmful to the skin as well as to the eyes.
Scientists have discovered a polymer of sugar. Scientists say it is oligosaccharide.,Oligosaccharides are polymers of sugars.,Oligosaccharides are the most abundant of all the naturally occurring carbohydrates in the food chain.
The beagles were hungry. They found many food.,Beagles find food.,Beagles feed on insects including aphids.
The hard-working staff got stocks of his company. He had securities representing ownership shares of his company.,Stocks are securities representing ownership shares.,Sellers are the people who own shares of a company.
Audrey and her friends take part in group trips. At night they set up tents to sleep.,Campers participate in trips.,Tents are places to sleep during the day as well as during the early hours of the day.
Every human is a life. Everyone can be susceptible to other people or things.,Susceptibility is one of the fundamental attributes of life.,Life is a process of self-deception.
Usually girls showed better attitude than boys in learning English. Those girl got higher ability in using English.,Attitude affects ability.,Attitude is the ability to use one's voice to express one's self in a non-verbal way.
Radishes are planted near cole crops. Many flea beetles have been attracted.,Radishes also attract flea beetles when planted near cole crops.,Fleas can be attracted to cole plants by the presence of a flea beetle in the soil.
He was a monotheist. He believes in only one god.,Monotheism is the belief in one god.,Monotheism is the belief that all things are divinities of one god with the exception of the div.
This patient has difficulty in breathing. He cannot inhale air normally.,Breathing  inhaling air.,Inhalation causes the body to expel air from the lungs into the rectum.
There was a virus spreading in the air of Tom's class. He suffered from the smallpox.,Smallpox is an acute infectious disease caused by a virus.,Smallpox is a disease contracted by a group of people who are infected with the very smallpox virus.
Jessy was thinking whether to go for a trip. She gave up in case of drastic consequences.,Trips would have drastic consequences.,Travellers face serious consequences.
The patient didn't believe he got Carcinoids. The doctor showed him samples of his Neuroendocrine cells of endodermal derivation.,Carcinoids arise from Neuroendocrine cells of endodermal derivation.,Carcinoids are also present in the neuroendocrine cell of the brain.
There are four seasons. They subdivide a whole year.,Seasons are a subdivision of a year.,Year is the time it takes a team to complete a season.
Jack and his boss had a resignation problem. He brought a lawsuit against the company.,Litigation is the study of the resolution of disputes in the context of our system of courts.,Suffolk County has the power to discipline companies.
The stowaway escaped by the boat. The policeman didn't catch him.,Stowaways survive flight.,Stowaways are people who have escaped from a boat.
Tom has a fever. Doctors think Tom's fever is caused by infection.,Fever is a frequent sign of infection.,Fever can be caused by an infection of the central nervous system.
Scientists observe the difference between haploid and diploid cells. Scientists have discovered the process of mitosis in both.,Mitosis can occur in haploid cells as well as diploid ones.,Mitosis is the process by which a haploid cell acquires a new haploid genome.
Students want to cool the hot water in a rapid way. They bought a chiller in a joint venture.,Chillers are devices designed to cool the water.,Chiller is a fast-moving process used to cool hot water.
We don't know what oxalate is. Our teacher tells us it is a by-product of digestion.,Oxalate is a by-product of digestion.,Oxalate has no known biological role in the human body.
I took my pet to see a vet. He diagnoised my pet with fever.,Vets make definite diagnoses.,Fever can be caused by the presence of an infectious viral infection in the pet's blood.
Sam only keeps hens. Sam's hens can lay eggs.,Roosters have nothing to do with egg-laying.,Hens lay their eggs in the same way they lay their own eggs.
It is not too hot but a little wet at this time in summer. Weevils were born.,Weevils emerge in late summer.,Weevils are the warmest of all the arthropods.
Tom always touches his eyes with his dirty hands. He has suffered the trachoma.,Trachoma is an infection of the epithelial cells of the conjunctiva producing inclusion bodies.,Trachoma is a very common disease of the eye.
He processes flaxseeds. He gets some concentrated phytoestrogens.,Flaxseeds are a good source of concentrated phytoestrogens.,Flaxseals are the most widely distributed of all the plant-derived estrogens.
Tom is an ecologist. He acknowledges linear approaches.,Ecologists acknowledge linear approaches.,Ecologists use linear approaches to study the distribution of species over time.
This streetcar girder rail is dyed green. We can see the green concrete paving of this rail.,Rail is streetcar girder rail with concrete paving.,Girder is a type of concrete used to make streets in many parts of the country.
Coniferous trees have needles in winter. The conifers survived the winter.,Needles actually help keep coniferous trees warm during the winter.,Pigment is a type of tree native to the temperate subtropical regions of the United States.
"Hydration comes from pure, clean water. We need to drink water to maintain proper hydration.",Water is used to keep up hydration.,Hydration is the process of keeping a body's internal temperature at a constant level.
The superior leader is responsible for teaching skills. The new waiter knew how to communicate with the guests.,Waiters learn skills.,Guests use spoken language.
Lisa had scorpionfish for lunch. She got stuck in her throat by the bones of the scorpionfish.,A scorpionfish is a bony fish.,Rhinoceroses are a type of venomous snake with a long tail.
The teacher asked the students to choose a mammal with the same body heat. One student chose lemmings.,Lemmings are mammals thus they always have the same body heat.,Lemmings are a type of mammal with a similar body heat to the chimpanzee.
He wants a feeding service. He turned to his father.,Daddies provide services.,Fathers provide feedings.
I want to know the name of female reproductive structures in flowers. My mom tells me it is stigma.,Stigmas are female reproductive structures in flowers.,Stigma is a term used to describe the female reproductive system in plants.
My research interest is about Literature. I should concentrate on the writing of a time a place an era.,Literature is the writing of a time a place an era.,Literature is the study of a period in the past.
John wants to have a scientific study of the complex water systems of the Earth and help solve water problems. He chooses hydrology as his major.,Hydrology is a branch of science concerned with water management.,Hydrology is the study of water systems in the Earth's atmosphere.
Yuan Longping has made a great contribution to solving the problem of people's starving. He was considered as one of the greatest hero in the history.,Greatness is measured by the quality of one's legacy to posterity.,Nanjing is the name given to the city by the legendary martial art of shuang qi.
Tom is a jockey who is controlling his weight recently. He is able to control the riding rhythm well in horseback riding competitions.,Jockeys have diets.,Jockeys have a high ability to control their weight when they are riding at a high rate of speed.
John decided to travel in the summer vacation. He left his hometown for Venice.,Traveling causes relocation.,Venice is a city of over one million people.
He was sentenced to prison. He surprisingly found that prisoners could read in the reading room and learn about the outside world through TV.,Jails hold facilities.,Prisons are places of learning.
Tom bought some artifacts in a store. The store owner said it was made by himself.,Artifacts are material objects made by humans.,Artifacts are made by people who make their own tools.
Tom wants to go to space. He aspired to be an astronaut.,Space shuttles carry astronauts into outer space.,Astronauts are people who want to go into space.
"The man  planned to make Tin  by himslef. He found cassiterite, carbon and  furnace.",Tin is made by heating cassiterite with carbon in a furnace.,Cassiterite is a type of silvery-white crystalline material.
Scientists extract substances from plasma. Scientists have extracted all kinds of substances.,Plasma contains various substances dissolved in the fluid.,"Plasma contains substances such as carbon monoxide, hydrogen peroxide, etc."
He added a lot of Bacillus to the soil. The structure of the soil has changed.,Bacillus help improve soil structure.,Bacillus plays a key role in the change in the structure of soil.
There is several little insects on the tree. They were hunted by the spider.,Huntsmen are big spiders.,Spiders eat small insects.
Time passed year after year. The wrinkles on my mother's face are getting more and more.,Microevolution occurs over time.,Wrinkles occur when the skin is exposed to ultraviolet light from the sun.
There are many states in the world. They all have their own political leaders.,States have political leaders.,Parliaments are bodies set up by governments to deal with issues of national concern.
We added fertilizer to this field. This field benefited.,Fertilizer provides benefits.,Fertilizer helps to reduce the amount of nitrogen in the soil.
John was shocked by the existence of the extinct relatives of modern cephalopods. He got immersed in articles about Ammonites.,Ammonites are extinct relatives of modern cephalopods.,Ammonites are a group of extinct species from the ancient past known as the caecum family.
Sam suffered from depression. Sam went to the psychotherapist.,Psychotherapists are specialists in treating stress-related symptoms.,Psychotherapy is a type of mental health treatment designed to help people cope with their feelings of hopelessness.
The young student is suffering a cardiac arrest. A doctor is saving him from death by defibrillation.,Defibrillation is the key to survival from a cardiac arrest.,Defibrillation is the use of an electric current to defibrillate the heart to save the life of.
Tom's car is always drawn by dendrites. Tom measured the length of the dendrites in order to measure the distance between his car and the dendrite.,Dendrites are some tens of microns in length.,Dendrites are a group of small particles with a diameter of less than one centimeter.
Sherry is going to go Shanghai by train. Sherry is waiting for her train in the train station.,Trains leave from stations.,Shanghai is a city with a population of over one million people.
The doctor advised Tom to eat more tropical fruits to supplement his vitamins. Tom bought a lot of mangoes and coconuts.,Mangoes are a strictly tropical fruit.,Mangos are the mainstays of tropical fruit especially in the south-eastern part of the country.
The worker in zoo lives with capybaras. He had to bear their great vocal sounds.,Capybaras are very vocal.,Capybaruses have great vocal sound.
Tom wants to protect his ankles when he runs. He bought a pair of shoes made of rubber.,Rubber reduces stress on vital joints in the human body.,Rubber is the softest of all materials used in the manufacture of footwear.
Small soft white pieces of frozen water melt in hot weather. Artificial snow is impossible in summer of Hong Kong.,Snow are small soft white pieces of frozen water.,Snow is the result of the melting of ice sheets by the ocean as it falls from the sea.
I noticed the stranger's spitting. I saw him swallowing movement.,Spit ends with swallows.,Spit is the movement of the mouth against the body.
People in this city are destroying the lives of mollusks. Biologist stand out to protect these significant creatures.,Mollusks are vital to sustaining many ecosystems.,Mollusk is one of the most endangered species on the planet.
Kangaroos are marsupials. Young kangaroo is placed in the pouch on the abdomen of the female.,Marsupials carry young in a pouch on the abdomen of the female.,Koalas have a pouch on their abdomens to keep their young from being eaten by other animals.
He wanted to have a more exciting track. He changed the type of track.,Tracks have types.,Tracks have different characteristics.
He buried some seeds in the flowerpot. Saguaros grew soon after.,Saguaros grow slowly from seed never from cuttings.,Saguaroses are very sensitive to the presence of geraniums.
There live several girls. They feed ducks every morning.,Girls feed ducks.,Ducks feed on ducks.
Different customers have different needs. The sales team will provide different services according to the different needs of customers.,Teams adopt differentiation strategies.,Services provide services.
Tom works hard. He earns a lot of money.,Labour is all human exertion in the production of wealth.,Saving is the process of making ends meet by keeping an eye on the future.
The gardener opened the drain in the garden. The stagnant water in the garden was drained.,Gardens have good drainage.,Gardens drain stagnant water.
This girl wants to know the detailed feature of this dish. This girl look for the cookbook to help her.,Cookbooks describe features.,Cookbooks provide details.
The patient with addiction watched the neuroscientist's lecture. He was shocked by his chemical deficiency.,Neuroscientists now regard addiction as a chemical deficiency.,Addiction is a neurological condition characterized by an inability to process chemical signals in the brain.
Tom turned on his flashlight. He can just see something clearly in a short distance.,Attenuation varies with the wavelength of light.,Lightning is the ability to see in a very small amount of light.
Mario wants some flavonoid to paint his shirt. He catches some swallowtail butterflies.,Flavonoid pigments in swallowtail butterflies.,Echinoderms are a type of swallowtail butterfly native to the tropical rainforests of South America.
Tom's shoelaces were lost. He went to the shop of footwear.,Shoelaces are also articles of footwear.,Fashion is the art of hiding one's face from the elements.
Tom was an alcoholic. He felt ashamed.,Alcoholism is a condition with a social stigma.,Alcoholics are people who have been drinking too much to control their binge-drinking tendencies.
Tim holds the division of humankind. Many anthropologist disagree with him.,Anthropology emphasizes the unity of humankind.,Atheism is a view of humanity as a whole as a collection of individuals united by a common destiny.
Tim is a philosopher. He studies the fundamental questions of everyday life.,Philosophy is the discipline devoted to the study of the fundamental questions of everyday life.,Philosophy is the study of the fundamental problems of everyday living.
Tom is looking up the dictionary. He found many words subject to shellfishes.,Shellfishes have english definition.,Shellfishes are one of the most common marine invertebrates on the planet.
It has been raining and humid recently. The pistachio is infected with the disease.,Pistachios are intolerant of high humidity during the growing season due to disease susceptibility.,Pistachios are one of the most common types of mosquito-borne diseases in the tropics.
He looked at the center of the spiral of the star with Kepler telescope. He found bring bulges in the flat disk-like spiral.,Spirals are flat disks of stars with bright bulges in their centers.,Bilch is a spiral-shaped star with a bulge in the middle.
The manager compared several proposals received. The manager immediately found out which uses the best techniques.,Comparison reveals techniques.,Pricing is the process of choosing the best method of using a material to make a particular product.
This boy was exposed to contaminated rat urine. He was diagnosed with Leptospirosis.,Leptospirosis is a disease transmitted through contact with contaminated rat urine.,Leptospisrosis is a common side effect of exposure to contaminated rodent urine.
Tom was prepared to join the parade. Tom went to the street to join the parade.,Parades are outdoor activities.,Parades are a group of people who participate in a public display of solidarity with one another.
Bob was killed. He was punched and kicked before he died.,Kill can involve punchings.,Macerations are the direct result of a blow to the head caused by an impact with a projectile.
Tom has sold the house. His parents moved to another house in another village.,Parents have several places.,Suffocation is defined as a loss of control over one's own body from one place to another.
Jack tried to make his female terrapin reproroduce his child on her own. Jack is bound to fail.,Terrapins reproduce using sexual reproduction.,Terrapins are the offspring of male terrapins.
Scientists want to find the animal with the largest eye among mammals relative to their body weight. The scientists found nothing but tarsiers.,Tarsiers have the biggest eyes of any mammal relative to their body weight.,Tarsiers are the largest of all the vertebrae in the human body.
The water flew from the community. It can't be used any more.,Wastewater is the flow of used water from a community.,Water is used to make electricity.
Tom ate a Broccolis for vitamins. He took in additional nutrients.,Broccolis contain additional nutrients.,"Broccolis provide vitamins A, B-vitamins A-Vitamins B-Vitamin B."
Jenny wants to show her strength without restrictions. Jenny's mother called this behavior a crime.,Access is the ability to fulfill one's own individual potential without artificial constraints.,Violence is defined as any act of violence against a human being without the due process of law.
Acids should not be preseved with chemicals of opposite features. One should preserve acids in a bottle with alkalis.,Alkalis are the opposite of acids.,Alkalis is a preservative used to prevent the production of harmful substances such as cadmium sulfate.
"Tom buys many toys each year. Now he has a collection of more than 1, 000 toys.",Consumption results in accumulation.,Toys are collections of items from a wide variety of ages.
The photographer saw different species of jackals. He observed the variety in their size.,Jackals vary in size depending on the species.,Jackals are a group of about one-third of the size of the rhinoceroses.
We looked at a lot of photographs. We find that they emphasized characteristics.,Photography emphasizes characteristics.,Photographs focus on characteristics.
Tom always felt irregular heart beat. He was diagnosed with the palpitation.,Palpitations are a symptom described as the sensation of having an irregular heart beat.,Pseudomotor stimulation is used to stimulate the central nervous system to produce a rhythmic rhythm in the.
Tom needs to know the precise audio frequency. He measured with the unit of megahertz.,Megahertz is the number of cycles per second.,Megabits is a unit of megabits per second.
The physicist gave an electron to a single charged ion. He found that neutralization occured.,Neutralization occurs when a singly charged ion gains an electron.,Neutralization occurs when one of the electrons in a group of protons is turned into a negative charge.
Lili will choose a branch of systematics to continue her study. She chooses taxonomy.,Taxonomy is one of the three branches of systematics.,Taxonomy is the study of a set of taxonomic systems.
Many houses are equipped with heaters. The purpose of warming up has been achieved.,Heaters serve purposes.,Houses use heaters to cool themselves by heating the air through a process called thermostat.
Students listen to different lessons every day. They have to study for diffent goals of the lessons.,Lessons focus on goals.,Difficulty is a measure of the degree to which an individual is able to focus on one task at a time.
"Lilia has a gift for singing. Although she has not received vocal training, her singing are very skilled.",Talent is the natural ability to do something well.,Songs are the art of using the power of the voice to create a sound effect.
Peter put the mallard in the lake. The mallard swam to the middle of the lake.,Mallards swim in water.,Mallards swim in water with their heads resting on the surface of the water below the water's surface.
Tom saw the production of light through a chemical reaction. Tom believes in chemiluminescence.,Chemiluminescence refers to the production of light through a chemical reaction.,Chemilumine is a type of light-emitting diodes produced by a chemical process known as.
Mary likes eating fish very much. Her mother always buys minnows.,Minnows are the most abundant of british freshwater fishes.,Minnows are one of the most common fish in the wild.
The docter suggested Phytotherapy. Tom received treatment using plant products.,Phytotherapy is the treatment using plant products.,Phytotherapy is a plant-based drug used to treat a wide variety of ailments.
Tom is an expert studying astronomy. He have studied al extraterrestrial objects.,Astronomy comprises the study of all extraterrestrial objects.,Astronomers study the atmospheres of exoplanets.
Many patients were given medication. Some of them had allergic reactions.,Medication causes allergic reaction.,Antihistamines can cause anaphylaxis if they are administered in the presence of other substances.
The phycist is responsible for detecting trapped particles around the planet. He performs his resposibility with the help of magnetometers.,Magnetometers detect trapped charged particles around the planet.,Magnetometers detect trapped particles in the atmosphere.
The Aquifers were mostly pollution. We cannogt get clean water from those underground reservoirs.,Aquifers are underground reservoirs.,Aquifers are the only sources of clean drinking water in the western hemisphere.
Monkeys are particularly abundant in the forests of this habitat. The population of monkey is high.,Population densityis the number of individuals in some specified area of habitat.,Monkeys depend on food sources to survive in the wild.
The electric wires fell into the water. Electricity was conducted to the water.,Wire conducts electricity.,Electricity is generated by the electrical current flowing through a conductor.
There samples of radiolarian and protozoan were placed under the microscope. The radiolarian was observed to be much bigger.,Radiolarians are of large size as protozoans.,Radiobots are a type of protozoan.
It has been rainy most of the year and the soil is very wet. Muskmelons are not growing well.,Muskmelons are sensitive to damping off especially under cool wet soil conditions.,Muskmelon are one of the few plants to survive in dry conditions.
Jerry fainted with a shock. His serious condition needed immediate medical treatment.,Shock is a serious condition requiring immediate medical treatment.,Shock is a common cause of death in children.
He met a blind man. He is very pity for this man.,Pity is a very common emotion in the sighted person towards a blind person.,Pity is the feeling of being lost in one's own self as a result of a traumatic event.
The chemist added many reagents to the two enantiomers respectively. All reagents proved the identical chemical properties of the enantiomers except the optically active reagents.,Enantiomers have identical chemical properties except toward optically active reagents.,Osmotic reaction is one of the most common types of reaction in the eukaryotic genome.
Linda's father is a builder. Linda's house is built by her father.,Builders build homes.,Buildings are the result of people who have done the hard work of building their own homes.
Few people can eliminate their universal human traits in their experience. Most people seems to have the trait of ethnocentrism.,Ethnocentrism seems to be a universal trait of human experience.,Ethnocentrists are a group of people who believe in the universal human trait of the human being.
The male elk gradually grew up. The size of its antlers has also changed.,Antlers are produced yearly by male elk but the size of the antlers changes as the elk ages.,Elk have a larger antlers than do most other animals.
He wanted to study the flowers of the lily family. He first studied tulips.,Tulips are a part of the lily family.,Tulips are one of the most famous flowering plants in the lilies family.
Czech asked the teacher if there were other examples of non-homologous recombination. The teacher introduced transposition to Czech.,Transposition is another example of non-homologous recombination.,Transposition is a method of nonhomologic recombination in the presence or absence of homologous re.
They weighed a carabao. The scale showed that it was 300kg.,Carabaos weigh kgs.,Carabs weigh in at about one-third the weight of human beings.
The security inks should be preserved properly. They shouldn't be exposed to common eradication chemicals.,Security inks react with common eradication chemicals.,Remedies are the most common method of elimination of harmful bacteria from the food supply.
There was one part of the intestine folds in on itself in this patient. The doctor thought he had the intussusception.,Intussusception is when one part of the intestine folds in on itself.,Intussusceptibility is defined as the ability to see through the intestinal wall into the excision of the.
I cooked the flesh in the kitchen. I smelt fine flavour.,Flesh has fine flavour.,Flesh comes from the flesh of a lamb.
The skippers are going to look for food. The skippers drank the nectar of various flowering plants.,Skippers dart actively around drinking nectar from a wide variety of blossoming plants.,Nectar is one of the most abundant of all the phytoplankton pollinating plants.
The farmer fertilized the potatoes. The farmer had a harvest on potatoes.,Fertilizer provides benefits.,Fertilizer is the process of fertilizing the soil with water to produce a high-fertil.
Tracy's hiuse is in fire. The fireworkers took use of macrozamia.,Macrozamia are fire tolerant.,Macrozamia is a type of fire-breathing plant native to the tropics.
John is an experienced thief. He has stolen something.,Thiefs have stolen things.,Larceny is the act of breaking into a property without the owner's knowledge.
Tom doesn't know a few words. He can't express himself clearly.,Literacy is a gauge of one's language ability.,Suffocation is one of the most common causes of nonverbal impairment in children.
I used pea seeds as the bullets of my catapult. I sent out bullets of different sizes.,Peas vary widely in seed size.,Pheasants have a variety of projectile types.
A serious criminal case has happened recently. The police department mobilized all its officers to investigate the case.,Cops are assigned with tasks.,Inspections take place at all levels of the criminal justice system.
Bell has a strong viability. He proves the function of vitality.,Viability is a function of vitality.,Vitality is the quality of the physical body's ability to defend itself against an attack from the outside.
He has a lot of experience in mountaineering. He gave a lot of advice to the climbers.,Suggestions base on experience.,Climbers have experience.
My grandpa attached the hard hollow segments loosely. He made me a rattle.,Rattles are made of loosely attached hard hollow segments.,Rattle is a hard hollow segment of a rattlesnake.
The rats under investigation showed ischemic renal injury. They were injected with Polymerase to alleviate the symptom.,Polymerase attenuates ischemic renal injury in rats.,Polymerase is used to remove necrosis of the renal tubules by injecting a small amount of water into.
The child eats cereals every day. He was healthy.,Cereals provide healthy snacks.,Cereals are a rich source of protein in the human body.
People there have no literacy. They can not understand the words on paper or wirte any words.,Literacy consists of writing as well as reading ability.,Literacy is the ability to write in a language other than English.
Jack said he could see some spots in his field of vision. The docter said that was just after image.,Afterimage is the perception of spots in the field of vision.,Eyelids are the most sensitive of all the eye's macrophages to light.
Tom needs money. Tom is planning to rob the bank.,Crime involves properties.,Robberies are a type of criminal activity in which a person is presumed to have been the source of the.
Tony uses his toothbrush twice a day. Tony's teeth are very healthy.,A toothbrush is a small brush for cleaning teeth.,Necks are the most common puncture marks on the face.
The worker fainted for having food containing Terbium. He was diagnoised as a  moderately toxic state.,Terbium is considered to be moderately toxic.,Terbium is a highly toxic to humans.
This dish is heavily spiced. This dish has a strong aroma.,Spices provide strong aroma.,Spices are a type of spicy food.
Tom stared at the nasturtium. He found many levels overlapped like petals.,Nasturtium operates on many levels - like the overlapping petals of the flower.,Nasturtials are one of the most common types of petals overlapping in size.
This story belongs to a fable. Fox and rabbit in this stroy are in the place of people.,Fables are a specific type of folktale usually about animals behaving as people.,Fables are tales of people who live in the wild.
The bacteria on Tom's hand infected tear ducts. Tom bought medicine for sties.,Sties are bacterial infections of tear ducts.,Sties are a type of bacterial infection caused by the bacteria on the inside of the tear duct.
She got a cataract. The doctor found that her eye's clear lens to become cloudy blocking light.,Cataracts cause the eye's clear lens to become cloudy blocking light.,Cataracts are a common cause of cloudy focusing of the eye.
The number of basophils in this poor girl is outside the bounds of normality. This poor girl has suffered from leukemia.,Basophilia is an uncommon cause of leukocytosis.,Lymphoma is the leading cause of death in young children in the United States.
Many patients with fibroadenomas come for treatment in this hospital. Usually the marble-like lumps of tissue of these patients are harmless.,Fibroadenomas are usually harmless marble-like lumps of tissue.,Fibroadenoma is a benign tumour of the fibroblasts located on the surface of the.
"Mary and her cow are pregnant in the same month. After nine months, she and her cow will give birth to babies.",Cows have the same gestation period as human women - nine months.,Pregnancy is one of the most common causes of premature birth in young women.
His mother asked him to buy a green vegetable. He bought an avocado.,Avocados are a vegetable.,Avocado is one of the most versatile foods on the market.
Telecommuning is widely employed by many companies due to the outbreak of epidemic. People stay at home working and communicating with colleagues.,Telecommuting refers to working in one's home instead of going to the office to work.,Communicating is the process of communicating with one another over a wide range of communication methods.
The doctor monitored the human body. They found that it produced the lactase.,Lactase is produced by the body.,Lactase is produced by the body in response to a change in the amount of blood flowing through the blood.
Mary was one of the runner this time. Mary participated in km tme trials.,Runners participate in km time trials.,MtMe trials are a group of people who participate in a series of trials over a period of time.
Tom hopes to build up his physique. He drinks a lot of probiotic juice.,Probiotics also improve the body's ability to resist attacks from disease-causing germs.,Probiotics help build up the body's natural defense against harmful bacteria.
Susan took some doxycycline. She became more sensitive to the stimulation of the sun after a few hours.,Doxycycline increases sensitivity to sunlight.,Dopamine is released by the brain during the day to stimulate the body's natural defense against harmful chemicals.
