Peels can sometimes cause persistent redness of the skin.,Peels have redness.
Publications explain common guidelines.,Guidelines provide recommendations.
Tin is a metal with a high conductivity.,Copper is a very high conductance metal.
Mediation is a process used in helping people resolve conflicts.,Conflict leads to conflict.
Achondroplasia is the most common type of dwarfism.,Drunches are common in most cases of dwarfism.
Sticks are arms.,Sticks are weapons.
Host switch leads to emergence of Plasmodium vivax malaria in humans.,Plasmidiasis is transmitted from one patient to another through a variety of infectious agents.
Recidivism involves repeat offenders of the same crime.,Recidivism is a criminal repeating past offenses.
Papayas start flowering when they are about one metre tall.,Papayas grow up to two meters tall.
Agronomists study the particular plant science concerning crop production.,Agronomists study specific plant science.
Brachiopods are rare today.,Bioluminescence is one of the most common causes of death in marine mammals.
Ringtails are omnivores but seem to prefer meat.,Rhinoceroses feed on meat.
Kits weigh ounces.,Kits weigh kilograms.
Peptides regulate some aspects of protein expression.,Proteins are proteins regulating the expression of proteins.
Pupae are small brown capsules.,Pupae are small brown capsules with a small brown patch on the base.
Kudus have blades.,Dromedaries have stripes on the backs of their legs.
Blankets have surfaces.,Blankets have surfaces.
Manta rays as they feed on plankton bloom.,Plankton eat plankton.
Thunderclouds build up large amounts of electrical energy.,Thunderstorms are a type of lightning.
Cubs start to walk at four months of age.,Stimulants are used to control the growth of young children.
Judging  watchs.,Judgment is the process of watching behaviour.
Electricity flows through a material carried by electrons tiny charged particles inside atoms.,Electrons carry electric charges.
Cannibalism seems to have been prevalent in the earliest times.,Cannibals are generally regarded as epochal phenomena.
Hares are strictly vegetarian.,Hares are non-vegetarian eaters.
Migration depends on climates.,Fluctuations occur throughout the year.
Stars appear only as pinpoints of light in the sky even through the most powerful telescopes.,Astronomers use binoculars to see stars.
Nucellus consists of living parenchymatous cells.,Nucelli are among the most common nucelli in the body.
Myceliums grow in suitable substrate.,Microscopic growth refers to the growth of a particular type of mycelium.
Exploitation destroys natural habitats.,Biodiversity is the natural habitat of all life on earth.
Hepaticas are among the first flowers to bloom in the spring.,Hepaticas live in early springs.
Knowledge cans have impact.,Knowledge leads to impact.
Ravens are big black birds.,Ravens are large black birds.
Beets contain high amounts of folic acid.,Beets are low in fat.
Interest includes patterns.,Patterns have patterns.
Crews identify areas.,Variability is the ability of a population to adapt to change.
Rain is essential for farming.,Rainfall depends on rainfall.
Avocados have taste.,Avocados are one of the most widely consumed fruit in the United States.
Deputies provide security.,Departments have security.
Pollination is often done by nocturnal insects but self-pollination also occurs.,Pollination is one of the most misunderstood aspects of pollination.
Irritants affect mucous membranes.,Spirits cause mucosal damage.
Psychiatry is a branch of medicine.,Psychiatry is the study of the human mind.
Acrobats are high-impact plastic.,Acrobats have plasticity.
Capitalism is the growth of an industry with a concentration on production.,Capitalism is a system of production based on the accumulation of capital.
Quakes generate waves.,Quakes produce waves.
Guppies can swim as soon as they leave their mother's body.,Guppies give birth to babies.
Heat can cause emission of highly toxic fumes.,Toxins are very sensitive to heat.
Flexibility is the ability to move body joints through a full range of motion.,Flexibility refers to the ability of the body to move itself through an extended range of movement.
Gelatine is obtained by hydrolysis of collagen by boiling skin ligaments tendons etc.,Gelatine acts as an anti-oxidant.
Bananas produce large quantities of heat when they are ripening.,Blankets have water droplets on the outer wall of their bag.
Resistivity increases with air saturation.,Resistivity increases with increasing saturation.
Craft have time travel capability.,Blue is the colour of the skin.
Sepals help protect the developing bud.,Apoptosis is the loss of a protective cell.
Warthogs take shelter in subterranean burrows often excavated by aardvarks at night.,Warthogs excavate underground burrows.
Nutrition is the key to keeping sheep outside in the winter.,Nutrition depends on outdoor activities.
Publications offer details.,Sources provide details.
Quills are made of modified hairs with a coat of keratin.,Quills are made from modified hairs.
Amazons are long lived creatures living up to eighty years.,Inhabitants live in families.
Cubs are divided equally between genders at birth.,Cubs have different sexes than do other animals.
Juices are made by squeezing the juice out of the fruit.,Juices contain nutrients.
Governance is the change brought about by the populations reactions.,Governance affects responses.
Flaxseed is rich in linseed oil.,Linseed oil is a rich source of vitamin A.
Motmots are magnificent birds with striking turquoise plumage.,Moatfishes have turquoises.
Purity is also a state of health.,Suffocation is the process of keeping a healthy body in a state of suspended motion.
Dogwoods are tolerant of competition from many other plants.,Dogs thrive on other plants.
Lotions are much thinner than ointments.,Ointments are the most effective way to control the effects of certain chemicals on the body.
Attendants provide safety instruction.,Attendants provide instruction.
Queens live natural life span.,Princesses have natural life spans.
Petrochemicals are chemicals derived from petroleum.,Petrochemical is one of the most toxic chemicals known to man.
Charge has effects.,Phones use batteries.
Rodents have characteristics.,Dentologists specialize in the study of teeth.
Criminals have faces.,Face is defined as the face of a criminal.
Waterfowls eat vary diets.,Waterfowl feed on a wide variety of foodstuffs.
Slavery is something imposed upon a human being by another at some moment after birth.,Slaves have rights.
Equity is the ownership interest of the business enterprise.,Equity is owned by the business enterprises.
Decomposition releases carbon dioxide.,Decomposition is the decomposition of plastics.
Acupressure is a type of highly localized massage.,Massage is localized massage.
Calcification is a sign of placental aging.,Calcification is a common cause of death in elderly women.
Ways have different environmental consequences.,Impact depends on environmental impact.
Peregrines are fast fliers.,Stealth is the ability of an animal to hide in plain sight.
Seashells are among the most familiar remains of marine invertebrates.,Seahells live in marine environments.
Hamburgers come from dairy cattle.,Hamburgers produce raw meat.
Stags tend to be a much darker brown with a scruff of hair on the front of the neck.,Stags have prick on necks.
Alcoholism results in loss of control.,Alcoholism is a chronic disease characterized by impairment of the ability to control one's life.
Profit is the increase in wealth in a period.,Mony generates revenue.
Explosions produce explosions.,Bombs have explosive charges.
Radiotherapy uses low dose radiation to stop the progression of vision loss on the retina.,Radiotherapy is the treatment of slowly losing an eye's ability to see.
Bloodstreams carry carbon dioxide.,Hematology is the study of the carbon dioxide levels in the blood.
Decay has impact.,Decomposition is a common cause of death in marine environments.
Rules apply to mine areas.,Mining is the process of laying down mine boundaries.
Poodles need proteins.,Poodles require a lot of nutrients.
Laws include versions.,Laws have interpretations.
Induction occurs when a magnetic field changes with time.,Circuits change over time.
Labs have facilities.,Lab is a way to finish studies.
Explosives dissolve easily in water making it difficult to extract the explosive molecules.,Solids dissolve readily in water as well.
Migraines are a possible cause of dizziness.,Dizziness is a common side effect of migraine medication.
Meerkats have own unique patterns.,Erythropods have unusual patterns.
Boots have sides.,Boots provide stability.
Soil contains many different elements.,Contaminants are among the most common elements in soil.
Rules govern consequences.,Rules govern the allocation of resources.
Sheriffs are elected officials in their counties.,Deputies serve the people.
Wheat grows in adjacent plots.,Wheat is a member of the family of cereal grains.
Nourishment passes into tissue.,Reproduction is the process of getting nourishment from the body.
Larvaceans rebuild their house every day.,Larvestation is the process of making a home from materials.
Debt is an amount owed as of a certain date.,Debt is the principal cause of bankruptcies.
Diets include much fruit.,Fruit contains carbohydrates.
Toys help children.,Toys provide stimulation.
Trogons are cavity nesters.,Cavities are cavities created by cavitation.
Monocultures are fields with only one crop.,Cultures grow crops.
Pathways serve different functions.,Functions include paths.
Pigs are a great source of meat but they are great pets.,Protein plays a vital role in the body's metabolism.
Exchanges occur across permeable membranes.,Polarity is a measure of permeability.
Dying cause sadness.,Menstruation is a common cause of death.
Bloodstreams carry carbon dioxide.,Examinations require carbon dioxide levels.
Buttercups are half hardy perennials.,Creepy perennials are hardy perennials.
Shrubs produce twigs.,Thistles are made of twigs.
Irises have pigment.,Mirrors have blue irises.
Hemlocks are shade tolerant evergreen tree.,Hemlocks are a member of the hemlock family.
Bays provide water.,Bays provide water.
Options include career paths.,Optimists have careers.
Petrology is the scientific study of rocks.,Analysis is the study of rocks.
Colleges offer technology.,Industries use technology.
Beets grow best in cool weather.,Beets are sensitive to heat.
Virions seede to all the epithelial surfaces of the body.,Viruses are spread by direct contact with the epithelial surface.
Methanol becomes poisonous only when it overwhelms the body's capacity to remove it.,Methanol is toxic to the body.
Dysprosium is found in the metal coating of halogen lamps.,Dihydrodium is a metal coating on halogen bulbs.
McDonald's sells food.,Hamburgers are one of the most popular fast food chains in the United States.
Jewelers create fine jewelry.,Jewelers make jewellery.
Hikers drink water.,Hikers enjoy drinking water.
Barometers are used to measure air pressure.,Barometers measure pressure.
Thiefs have stolen things.,Thiefs are thieves who take things.
Compost balances the pH of soil.,Composting contributes to pH.
Grasshoppers receive their water from the food they eat.,Grasshoppers drink water.
Minds identify obvious patterns.,Patterns indicate patterns.
Compression is when all of the fuel is squeezed.,Compression is the amount of pressure applied to a unit of mass.
Inhalation occurs when the diaphragm contracts.,Diaphragms are a type of breathing system.
Toys are tiny dogs bred mainly as pets.,Pets are small dogs.
Frogfishs open mouths.,Frogfishes have mouths.
Crevasses are narrow deep cracks in the glacier.,Crevasses are a type of deep crack in the glacial ice.
Cleaning cause using water.,Water has effects.
Tracking is the management of occurrence data.,Organizations collect occurrence data.
Polyester is a hard synthetic resin used to make textile fibers.,Polyester is one of the most toxic chemicals known to man.
Finches catch insects.,Sparrows eat insects.
Wasps have painful sting.,Bitters have pain.
Teenagers are to gain weight.,Teenagers are heavier than adults.
Budgies have interest.,Budgies are curious animals.
Engineers design skeletal structures.,Structures are structures.
Clocks are close to living things.,Timewarp is a term used to describe the movement of clocks around the universe.
Mealybugs are serious pests of poinsettias.,Poinsettia is one of the most common diseases of the human body.
Dynamics is the nature of the loudness of an instrument.,Dynamics is a term used to describe loudness.
Newspapers have separated pages.,National news contains national events.
Pneumonia is the most common infectious disease of the lung leading to death.,Pneumonia is the most common cause of death in children.
Alcohol goes directly from the stomach into the blood stream.,Vinegar can lead to blood clots.
Elevation affects climates.,Hills have atmospheres.
Tattoos are down deeper in the dermis a relatively permanent skin layer.,Temperatures vary greatly in the amount of sunlight they can provide.
Zinc alleviates thermal hyperalgesia due to partial nerve injury.,Zinc acts as an anti-oxidant.
Mildew occurs most often on old foliage of declining plants.,Mildew is a common cause of death in plants.
Pixels are the basic building blocks of all digital images.,Pixels are digital images.
Witches are healers.,Witches are healers.
Germination is the growth of a tube from the surface of a pollen grain.,Germination is the process of attaching pollen grains to their surfaces.
Infertility also includes the inability to carry a pregnancy to the delivery of a live baby.,Fertility can be a life-threatening condition.
Humidity can significantly increase the effect of pollution on visibility.,Rain falls from buildings.
Visibility is the degree of being visible.,Fog has low visibility.
Masturbation occurs throughout puberty previous to any relationship.,Destruction leads to unhappiness.
Kiwi has fructose.,Kiwi is a member of the fructose family.
Kinglets live in evergreen trees.,Evergreen forests have evergreens.
Mastication occurs in mammals only.,Masticating occurs when a bird masticates happily.
Slits are noise control devices.,Slits have limitations.
Infancy is also a time of brain development.,Mental development is a measure of mental development.
Text is spoken by synthetic speech  in different languages.,Resynthesis is the process of converting text to sound.
Erotica is defined as nudity without any sexual acts.,Pornography is a term used to describe nudity.
Phenols chemically interact with many other substances.,Peptides have chemical stability.
Crampons are spike-soled boots.,Crampons help climbers.
Modules apply principles.,Principles solve problems.
Kinesiology refers to the study of movement.,Kinesiology is the study of movement.
Flocculation occurs when the multiplet volume increases rapidly.,Flocculation refers to the increase in the number of copies per unit volume of a system.
Equipment includes cloak devices.,Cloaks have cloaks.
Wine is the fruit of the vine the symbol of the earth's bounty.,Wines are one of the most prized aspects of a kingdom's lifestyle.
Smoothies are made of fresh fruit.,Smoothies come from fresh fruit.
Equations cause systematic problems.,Equations have problems.
Ragweeds have taproots.,Ragweeds have lateral roots.
Lunges are essential to having full hard glutes.,Lunge is a variation on the glute movement.
Oils are usually dilutes in a carrier oil.,Dispersal is the process of adding a substance to a carrier oil to make it less toxic.
Adhesives harden as they oxidize.,Adhesives are very sensitive to oxygen levels.
Disability is defined as a restriction of activities as a result of impairment.,Legs have limitations.
Slips cause slips.,Icefall is a common cause of injury to children.
Cyclists use equipment.,Bicycles have seatbelts.
Viability is the potential to germinate.,Germination is the process of germinating a plant.
Dinoflagellates are the most common sources of bioluminescence in the surface waters of the ocean.,Laluminescence occurs when a substance is dissolved in water.
Officials kill swans.,Swans have plumage.
Aardwolves can live up to about fifteen years.,Aardwolves are one of the oldest animals on earth.
Valves close the ostia when the heart contracts.,Valves have valves.
Lactose hides in the most unusual foods.,Lactose is a preservative found in many foods.
Pterosaurs seem to have the same speed range as modern birds.,Pterosaurs are fast-moving animals.
Asexuality is defined as the lack of sexual attraction to other people.,Asexuality is defined as being one of the sexual orientations.
Patterns become habits.,Patterns develop patterns.
Orphans need foster mothers.,Organizations adopt children.
Trainers assume multiple roles.,Friendship is the bond between two people.
Reads end with sleeping.,Blindness is a common cause of sleep loss.
Developer does unit tests.,Optimization is the study of designs.
Heredity plays a role in asthma.,Asthma is the leading cause of death in children.
A coin is often made of ferromagnetic metals.,Magnetism is the attraction of two objects together.
Activities have negative effects.,Hold causes injuries.
Mangabeys belong to the family cercopithicidae.,Mangabeys live in environments.
Oxygen stops acne bacteria.,Acne tends to block the passage of oxygen into the skin.
Flexure is when one optical system moves relative to the other.,Grounds have denticles.
Mergansers also eat aquatic insects.,Mergansers eat aquatic insects.
Salesmans have good manners.,Laundry detergents are a type of detergent.
Cloves actually kill the eggs of the parasite.,Cloves contain a host of parasites.
Whips are used by jockeys.,Jockeys give backs.
Orioles hidden by leafy green sing on every side.,Orioles are one of the most misunderstood birds of all time.
Silts have ability.,Silts are used in construction.
Ecology is the study of the interconnectedness of living things.,Ecology is the study of relationships among different kinds of animals.
Adhesion occurs when the cell comes into contact with a surface.,Adhesion occurs when cells interact with surfaces.
Bluebirds feed primarily on the ground-like the robin to whom they are related.,Robins feed on insects.
Travel starts with leaves.,Travelers arrive in cities.
Heros return homes.,Pride is a badge of devotion to one's fellow man.
Games focus on survival skills.,Survival is the ability to survive in situations.
Artiodactyls are a widespread group of mammals.,Anodactyls are mammals.
Nitrite interferes with the oxygen carrying capacity of the child's blood.,Nitrites can also decrease the ability of the blood to carry oxygen.
Boobies feed at sea by plunge-diving from the air.,Booby falls from the sky.
Nucleosynthesis takes place in a high pressure high temperature soup.,Nucleosynthesis is the process of converting hydrogen to oxygen.
Astragalus contains immune enhancing polysaccharide.,Sergalus aids in the body's natural aging process.
Chickweed is a mineral-rich herb.,Chickweed is a mineral rich herb.
Lawns eat nitrogen.,Nitrogen is used to make fertilizer.
Dairies provide nutrients.,Dairies help maintain health.
Anthropology is the study of people in different culture settings.,Anthropology is the study of people from different cultures.
Nutrients improve mental functions.,Nutrition is the process of transforming food into energy.
Prolapse refers to the extrusion of a mass through the vagina.,Prolapse is when a mass is extruded through the vagina.
Animation is a man-made process to make still images appear to have life by the action of motion.,Animation is a process of moving images from one object to another.
Berkelium is the eighth member of the actinide transition series.,Berkelium is present in a wide variety of plant species.
Ocelots pursue prey.,Ocelots feed on sheep.
Trainers have metabolism.,Trainers use metabolisms to detect changes in energy.
Babirusas have rough skin.,Babiruses are the most common cause of death in children.
Waitresses bring plates.,Passengers request plates.
Bedrooms have chairs.,Closings cause falls.
Leprechauns are imaginary beings.,Lepreches live in habitats.
Tubes deliver air.,Tubes deliver air.
Queens feed on pollen.,Pollen accumulates during the early part of the winter.
Bees communicate with each other about food sources using dances.,Bees have no sense of smell.
Pests include squash bugs.,Squash is an aphrodisiac.
Litter is left behind by all aspects of society.,Cleanliness is the responsibility of all mankind.
Oceanographers study the ocean.,Oceanographers are marine scientists.
Optimization requires knowledge.,Knowledge leads to success.
Mercury can travel long distances in the atmosphere.,Mercury is the seventh planet in the solar system.
Waste causes serious problems.,Watchers cause starvation.
Hunters follow deer tracks.,Hunters follow deer.
Starvation causes hunger.,Hunger causes hunger.
Shrinkage occurs as moisture is lost.,Shrinks cause loss of moisture.
Circumstances affect health.,Livestock depend on habitats.
Pollutants include waste.,Pollutants are harmful to aquatic life.
Sources have drawbacks.,Electricity has drawbacks.
Rheas continuously move as they feed.,Rhes eat food.
Bulls weigh kilograms.,Lungs weigh kilograms.
Diabetics commonly use sweeteners to keep their blood sugar in check.,Sweetener aids in the elimination of diabetes.
Cedar tends to shrink less than other species of wood.,Cedar has little effect on the size of the tree.
Vinegar removes hard water deposits from glassware.,Bourbon is a hard water mineral.
Chemiluminescence refers to the production of light through a chemical reaction.,Chemilscence is produced after chemical reactions.
Cuckoo is a house made of bricks.,Bricks are made of bricks.
Bismuth combines slowly with oxygen at room temperature.,Bismuth reacts with oxygen.
Congestion is contraction of brain-mind unabated thinking.,Congestion leads to hyperactivity in the brain.
Newspaper is made up of tiny wood fibers.,Lumber produces newspapers.
Teams make recommendations.,Suggestions lead to action.
Phonemes are the elementary speech sounds represented by the letters of a perfect alphabet.,Speech sounds are representations of actual speech sounds.
Lemonades provide carbohydrates.,Lemonade is high in alcohol.
Radiology is the study of images of the human body.,Radiology is a field of study devoted to studying the human image.
Prisoners receive food.,Prisoners suffer from hunger.
Election refers to the idea of the chosen people.,Elections are voluntary assemblies of people choosing to participate in the political process.
Leptospirosis is a disease transmitted through contact with contaminated rat urine.,Leptospisrosis is one of the leading causes of urinary tract infections in children.
Opponents use results.,Opponents adopt results.
Leucocytes accumulate at the inflamed site to combat invading bacteria.,Leucocytes accumulate in inflamed cuts.
Bananas contain resistant starches.,Bananas are an excellent source of resistant starch.
Parsleys have appearances.,Parsley is one of the few vegetables she eats without appearances.
Economy is the art of making the most of life.,Economics is the study of the distribution of wealth.
Hemispheres have jet streams.,Jet streams are jets flowing from one hemisphere to another.
Heterosexuals sleep with heterosexuals.,Heterosexuals have sex.
Guns make noise.,Shot kills birds.
Fumigation is used to assure the absence of insects.,Fumigation is used to remove harmful bacteria from seafood.
Smiling cause happiness.,Emotions cause smiles.
Truths are perceptions generated by men.,Poeple is one of the oldest of all true perceptions.
Seamounts are present in many of the ocean basins.,Basins are rich in marine biodiversity.
Ringtails occur in habitats.,Ringtails live in habitats.
Headshots are part of soccer.,Soccer is a game of heads.
Paramagnetism results from the permanent magnetic moment of the atom.,Paramagnets are permanent magnetic moments.
Journalists explain events.,Explosions have impact.
Pressure changes with temperature.,Pressure increases with temperature.
Fleas have four stages to their lifecycle.,Breeding occurs at three stages during the life cycle of a flea.
Flowers attract immediate attention.,Flowers have fragrant fragrant flowers.
Farmers produce enough food.,Grain is used in making food.
Stress affects all of the body s systems.,Stress is associated with many health problems.
Skiing cause accidents.,Skiing is one of the most dangerous activities a child can participate in.
Fathers play crucial roles.,Fathers have responsibility.
Architects are artists who design buildings.,Architecture is the art of designing.
Ecchymoses are larger than petechiae.,Petechiae become larger when they become larger.
Bullfrogs can decrease the mosquito population.,Bullfrogs are native to the Bayou Bayou estuary.
Trumpeters have broad flat bills with fine tooth-like notches along the edges.,Trumpeters have a broad flat bill with a wide flat bill.
Faeries are spirits of nature.,Faeries live in the gift of the whole universe.
Offense requires proof.,Lunatics attack witnesses without evidence.
Boletes also tend to decay quickly.,Boletes suffer from decay.
Stocks are securities representing ownership shares.,Holdings are shares of a company owned by one person.
Monotheism is the belief in one god.,God is divinity.
Arteriosclerosis hardening of the arteries is caused by calcification.,Arteriosclerosis is caused by calcium deposits in the blood vessels.
Mangabeys have large home ranges.,Cambodians live in forests.
Sugarcane is produced in tropical climates.,Tropics have high levels of fructose.
Snowflakes turn into sleet.,Sleet provides protection.
Hippopotamuses outrun humans.,Hippos chase balls.
Play ends with stops.,Censorship is the practice of silencing criticism.
Vegetation helps keep streams flowing during dry periods.,Streams flow through vegetation.
Companions live in homes.,Companions have companions.
Alpha is a state of light relaxation.,Beta is a state of relaxation.
Nutrition improves quality.,Wheat contributes to the production of nutrients.
Insolation affects temperature.,Quilts provide warmth.
Witches practise rituals on indigenous women's sites.,Witches have places.
Childhood is the time to begin to prevent adult-onset cardiovascular disease.,Cows produce offspring.
Dominion is a type of the Kingdom of Heaven.,Dominion refers to the ability of angels to control the kingdom of heavens.
Blood contains red pigment hemoglobins.,Blood clots are a sign of blood clotting.
Songbirds migrate in the safety of darkness.,Songbirds migrate during the day.
Canals pump sea water.,Meadows fill with sea water.
Zinc helps muscles.,Zinc is a mineral found naturally in the body.
Love is also a function of lust.,Love is a state of being unaffected by lust.
Voles have a number of unusual chromosomal traits.,Voles have special chromosomes.
Herbicides also control vegetation well.,Agriculture uses herbicides.
Brightness cans have impact.,Brightness refers to the path of the light.
Humin is the alkali-insoluble fraction of leonardite.,Leonadites are one of the most abundant substances in nature.
Evangelism is the goal of the apostolic church.,Apostolicity is the baptism of believers in the name of the church.
Vaccinations are part of health management.,Protection is the responsibility of the parent.
Ptarmigans are white in the winter but brown in the summer.,Prickarmigans are white in winter but brown in summer due to the seasonal variation in their plumage.
Orphans are children who have no parents.,Orphans are children who have no parents at all.
Plant food contains nutrients.,Schools provide nutritious meals to students.
Papain breaks down the intercellular matrix of cartilage.,Papain is one of the most common diseases in cartilage disease.
Lentils are another food with naturally high nutritional content.,Lettils are a natural source of protein.
Helpers contribute to nest success.,Literacy is the study of spoken language.
Nanotubes are stronger than steel.,Nanotubes are stronger than steel.
Cobalt occurs mainly as smalite.,Smalite is one of the most radioactive substances known to man.
Pineapple helps dissolve mucus.,Pineapples contain mucus.
Bluebirds eat dead bugs.,Bluebirds feed on dead insects.
"Meningiomas come from the brain coverings, the meninges.",Meningiomas are the most common cause of brain damage.
Apples fall from trees due to gravity.,An apple falls from a tree.
Iridium is white similar to platinum but with a slight yellowish cast.,Iridium has a slightly yellowish-cast iridium.
Incontinence is the involuntary passage of stool.,Crashs cause motion sickness.
Fibroadenomas are benign.,Fibroadenoma is the most common type of cancer in the human body.
Breeds reach maturity.,Breeds grow rapidly.
Hemispheres have jet streams.,Hemispheres are jets of water.
Photos use camera flashes.,Photographers take photos.
Documents provide recommendations.,Ministers write documents.
Umbrellas are needed when it will rain.,Awebs provide protection.
Humanity is a virus infecting planet earth.,Climate change poses serious problems.
Settlers find food., Settlers eat a variety of foods.
Cottontails have white tails.,Eagles have tails.
Mumps is a generalized acute viral disease caused by the mumps virus.,Mumps is one of the most common communicable diseases in children.
Minds identify obvious patterns.,Patterns indicate patterns.
Transfusions replace blood lost during surgery.,Hypertension is the most common cause of death in intensive care units.
Trees bear small red fruit.,Lily eats small red fruits.
Spines have vertebrae.,Stomachs have vertebrae.
Headaches are usually due to pressure in the brain.,Pressure causes headache.
Yield is the amount of beef versus fat on the carcass.,Cattle yield twice as much as cattle.
Bottle aging takes place after the wine is bottled.,Beverages are bottled to prevent bottlenecks.
Thiocyanate interferes with iodine uptake by the thyroid.,Thimerosal is a preservative found in many foods.
Wildfire occurs only during drought periods.,Warmth is a natural response to drought conditions.
Climates limit distribution.,Climate is the distribution of plants.
Bryophytes generally have much wider geographic ranges than vascular plants.,Vascular plants grow in habitats.
Use increases productivity.,Farmers produce enough food to feed at least one family.
Incontinence is the involuntary passage of stool.,Incontinence can cause constipation.
Oxygen likes to be an electron recipient from cations through ionic bonds.,Oxygen is an electron transfer agent.
Rubber is made from long-chain polymer molecules.,Rubber has elasticity.
Tomatoes grow rapidly in warm weather.,Temperature affects growth.
Smallpox can cause millions of cells within the body to explode.,Smallpox is spread by direct contact with infected cells.
Seaweed finds in australian coastal water.,Seaweed is one of Australia's most abundant marine resources.
Fermentation breaks down glucose without oxygen.,Grapevines get fermentation.
Jaws contain sharp teeth.,Dogs use their sharp teeth to close their jaws.
Canes have leaves.,Canes grow from seed to young.
Intention is desire in action.,Kill is defined as killing in self-defense.
Humans instinctively know to suckle when infants.,Nipples provide infants with tactile stimulation.
Designers change style.,Clthes change over time.
Rehabilitation is the process of helping the patient achieve maximum functional potential.,Rehabilitation is a process of rehabilitation.
Pens write in black ink.,Jacks have ink cartridges.
Hairballs are a common cause of death in rabbits.,Hairballs are a common cause of death in rabbits.
Cabins are built by early settlers.,Cabins are structures built by people.
Dancers have rotational inertia.,Rotational inertia is the inertia of the body in relation to the direction of motion of the object being moved.
Antibodies are the circulating defense agents of the immune system.,Antibodies act by activating circulating defense agents.
Optics includes study of dispersion of light.,Optics is the focusing of light at a particular point in space.
Laxatives cause gripey abdominal pains if used in large doses.,Likatives can cause constipation in some people.
Jailers do jobs.,Jailers have jobs.
Lymphopenia is a later manifestation of progressive immune deficiency.,Lymphopenia is the most common cause of death in people with lymphoblastoma.
Bowls contain water.,Bowls fill with water.
Halons are one of the most ozone-damaging substances in use today.,Halons reduce the amount of ozone in the atmosphere.
Rum is made from sugar cane using yeast fermentation.,Rim contains sugar cane.
Microwaves cook by exciting water molecules to a boil.,Rooms have microwave ovens.
Parks offer parks.,Parking cause accidents.
The rich have kids.,Children grow up in rich areas.
Pneumonectomy is the removal of an entire lung.,Pneumonectomy is done to remove the shadow of the lungs.
Bales are the piratical chests they covet.,Bales contain secret chambers.
Alcoholism affects one out of three american families.,Atheism is a disease caused by alcohol.
Skirts feature zippers.,Skirts have zippers.
Implantations result in growth.,Gardeners implant flowers.
Aoudads are even-toed surefooted animals well adapted to the rocky hillsides they inhabit.,Ecology is the study of living things adapted to their environment.
Cardamoms require moisture.,Cardamoms require water.
Vesicles are common sign of acute dermatitis.,Vesicles are sensitive to acute skin diseases.
Chemicals move through the environment to reach people directly through water the air dust etc.,Expedition is the process of accessing a substance.
Selfishness is isolation in action.,Selfishness is the desire to gratify one's own selfish desires.
Mathematics has quantitative values.,Mathematics is the study of quantitative values.
Diseases can affect different parts of the heart.,Heart attacks can be caused by diseases.
Bronchioles have a smaller diameter than do bronchi.,Bioluminescence is the ability of a substance to pass through a bronchi without passing through bronchi.
Organelles are located within the cytoplasm.,Organelles are a group of cells.
Queens give birth to offspring.,Infertility is caused by a lack of queens laying eggs.
Jellyfish can live a wide variety of ages.,Jellies have different ages.
Fisheries possess fish.,Jin is one of the fastest growing fish species on the planet.
Bonobos live in large groups with the females exhibiting dominance.,Bonobos dominate large groups.
Dispersal refers to offspring moving away from their parents.,Persistence is the ability of offspring to move away from one parent to another.
Cygnets possess feathers.,Cygnets are very sensitive to light.
Anatomies require excellent cooperation.,Ostracism occurs when one partner is anatomically opposed to the other.
Goiters are the most visible sign of iodine deficiency.,Goiters are iodine deficient due to iodine deficiency.
Beavers cause extensive damage.,Biospheres have populations.
Running cause a desire to rests.,Restrooms provide resting places.
Homes have air conditions.,Furniture has heat.
Mosquitoes are abundant especially in wetter areas.,Mosquitoes are very sensitive to temperature.
Osmosis occurs when a membrane separates two solutions of different concentrations.,Osmosis occurs when solution is separated by an osmotic membrane.
Symptoms relate to exposure.,Fainting is caused by overexposure to sunlight.
Sunlight is needed for photosynthesis.,Geraniums bloom in sunny balconies.
Sponges are hermaphroditic but usually cross-fertilize.,Sponges produce eggs.
Albatrosses have a hard time laying their children.,Albatrosss require strong mothers.
Chokes cause chokes.,Chokes cause serious injuries.
Orcas feed on large whales.,Orcas feed on whales.
Sedimentation is the process of removing the flocculate matter.,Flocs contain substances.
Blockage is caused by cancer.,Lung cancer can block blood vessels.
Juices are gentle nourishment to the body.,Juices provide health benefits.
Calyces are green.,Calyx is one of the most abundant green plants on the planet.
Hurricanes are common during summer.,Hurricanes are a natural part of the winter season.
Empires have positions.,Empires lead armies.
Foliage begins photosynthesis.,Cuttings cause a loss of leaves.
Sharks are an old family of fish dating back many millions of years to the devonian period.,Devonian period is one of the oldest epochs known to man.
Aspens are very sensitive to pesticides.,Aspens respond to pesticide exposure.
Sculpins also feed on herring eggbeds.,Yellowtails feed on herring eggs.
Pharmacists are health professionals who assist individuals in making the best use of medications.,Pharmacists are physicians who specialize in the treatment of drugs.
Juvenile rheumatoid arthritis is the most common type of arthritis in children.,Arthritis is caused by movement restricted to joints.
Guppies can swim as soon as they leave their mother's body.,Guppy swims in water.
Polyunsaturates can also help reduce blood cholesterol.,Polyunsaturate is a cholesterol-lowering drug.
Cancer is unregulated cell division.,Lung cancer occurs in the lungs.
Capuchins have a well defined opposable thumb.,Capuchins have opposable thumbs.
Interleukins can make chains with any number of antibody molecules linked together.,Interleukin is a member of the family of cytokines known as cytokines.
Acrophobia is the fear of heights.,Acrophobia is a generalized fear of heights.
Diabetes affects eyes.,Diabetes affects the eyes.
