The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychology is the study of the effects of the mind on the body.
We thought macromolecules were scant in cells. Our teacher pointed out our thought was wrong.,Macromolecules are abundant in cells.,Macromolecule is the smallest of all the small molecules found in the body.
A stove is an enclosed space in which fuel is burned to provide heating. Its surfaces protect people from hurting.,Stoves have surfaces.,Stoves have surfaces.
Lightning rapidly heats and expands the surrounding air. Thunder appears in the sky at once.,Thunder is caused by the expansion of air at high speeds.,Thunder is a type of lightning.
Amy didn't deal with the tantrum of her son very well. She blamed herself for failure to solve such a natural thing in child's development.,Tantrums are a natural occurrence in every child's development.,Tantrums are a natural part of the human body's response to stress.
The botanist specialized in vascular plants investigated bryohytes. He found the latter has a much wider ranges of distribution.,Bryophytes generally have much wider geographic ranges than vascular plants.,Bryohys include a wide range of vascular plants.
Timothy brings some sulfates into the living room. The room is cooling a little bit.,Sulfates cause a cooling of the atmosphere.,Sulfates are used to cool the air in the room.
Peter kept a anole in a glass cabinet. The anole climbed out along the wall of the glass cabinet and ran away.,Anoles can climb glass walls.,Anoles are very good climbers.
Jack's mother peeks at Jack's diary. Jack's mother learns that Jack has an appointment.,Diaries have appointments.,Diagnoses are made by a physician who is assigned to treat a specific disease.
Tom found a wooden bar to fire the paper. He started to produce heat with the friction of the bar.,"Friction produces heat, an essential element of fire.",Friction is the amount of friction applied to a surface when a piece of wood is burned.
He told his mother that he wanted a beetle. His mother gave him a ladybug.,Ladybugs are a type of insect known as beetles.,Ladybugs are one of the most common insect pests in the United States.
Mary's white blood cell count was significantly lower. The results showed she was infected with streptococcus.,Streptococcus kills white blood cells.,Streptococcal is the most common bacterial infection of the human papillomavirus.
They  went to the theater. They found it's a room surrounded by walls.,Theaters have walls.,Parks have walls.
My mentor calculated the number of recurring periodic waves in one second. She got the frequency of the sound.,Frequency is denoted as the number of times a regularly recurring phenomenon occurs in one second.,Frequency is the ratio of a continuous periodic wave to the fraction of a second it is in a second.
Mary felt the extrusion of a mass through her vagina. The docter diagnoised her with prolapse.,Prolapse refers to the extrusion of a mass through the vagina.,Pallidectomy is the removal of the prolapse from the cervix.
Lucy eats barley every day. She keeps a healthy state.,Barley has healthy nutrients.,Balsam is one of the oldest grains in the grain family.
Farmers want to grow sweeter oranges. Scientists pick one out of thousands of breeds.,Breeds have different genetic characteristics.,Sewerberries are one of the most widely cultivated types of fruit.
Eating lobsters makes Luke allergic. He begins to bleed in the nose.,Nosebleeds are common in food allergy.,Lobsters can also cause anaphylactic shock if they eat their own blood.
Tom gave his patient a barbiturates injection in order to relieve his pain during the operation. The patient still suffered from serious pain.,Barbiturates have little analgesic action at subanesthetic doses.,Barbiturate is used to relieve pain during an operation to relieve the pain caused by the use of a.
Alice gave Lucy a call. She told Lucy a lot of news.,Calls include chatter.,News is the news of events.
Tom sowed bramble seeds last year. Tom ate a lot of pots of brambles this year.,Brambles produce fruit the second year after planting.,Brambles are a type of plant native to the south-east of the United States known as bram.
Scientists are studying a new type of material to make spacecraft. They finally made a new mental containing titanium.,Titanium is a strong lightweight metal used extensively in spacecraft.,Titanium is one of the most common elements found in the universe.
Jessy flattened the blanket on her bed. The colorful surface of the blanket faces up.,Blankets have surfaces.,Pans are made of a variety of materials such as wool or silk.
It has been hailing heavily outside for a few hours. People on the street didn't get wet even without an umbrella.,Hailstones are hard pellets of ice which are usually a few millimetres in diameter.,Aurora is used as a weather-control system in many countries around the world.
These two species benefit from their interaction. They achieved Mutualism.,Mutualism occurs when both species benefit from their interaction.,Mism is the mutualism of two species.
Waterwheels satrted work efficiently. The mills can set to work.,Waterwheels drive mills.,Warmth is a measure of the amount of carbon in the air as it cools over a period of.
A biologist measured the amount of venom used by rattlesnakes. He found that its amount could be adjusted.,Rattlesnakes are capable of adjusting the amount of venom they use.,Rattlesnake venom is a neurotoxin.
Alice eats some health products containing antacids. The painkillers he took before have failed.,Antacids interfere with many drugs.,Antacids are among the most common drugs used in the treatment of chronic pain.
Aardvark always looks different from other sea creatures. People can always recognize aardvark easily.,Aardvarks have characteristics.,Aardves have a wide range of facial features.
The naughty boy knew his sistar hate animals with big mouths. He caught a bass to scare her.,Bass has large mouths.,Bass is a large animal with a big mouth.
Jack breaks down hydrogen peroxide. Water is formed.,Peroxide is water with lots of oxygen.,Hydrogen peroxide is a non-toxic gas.
Tom often touches the tin bar without any protection. His skin was caustised.,Tin is caustic to the skin.,Tin is used as a skin-scrubbing agent to remove dirt from the skin.
Geese spend a lot of time staying in their nests. Geese build their nests carefully.,Geese prefer nests.,Necks are about the size of a small golf ball.
"As the environment deteriorates, the mass of the star decreases. It becomes less bright than before.",Stars vary in brightness throughout their lives based primarily on their mass.,Luminance is a measure of the amount of light reaching the surface of the object.
The guide lead the tourists to climb the mountain. The guide adviced the tourists to have a rest.,Guides advise tourists.,Rest is a state of mind in which the mind is relaxed while focusing on the task at hand.
They are asked to make composites. They used several different materials.,Composites are solid materials made of substances with different physical characteristics.,Composites are made from a variety of materials.
Mike's parents sent Mike to learn decryption. Mike learned to reverse the unintelligible data into meaningful data using a key.,Decryption is the process of reversing the unintelligible data into meaningful data using a key.,Decryption is the process of reversing the binary data into a meaningful data.
"Tom has a peel. Since then, Tom's skin has become red.",Peels can sometimes cause persistent redness of the skin.,Pellets are the most common cause of redness on the skin.
Lucy has bought a professional book. She firstly gave a look at the guideline.,Publications explain common guidelines.,Guidelines provide guidelines.
"Metals with high conductivity can be used to make wires. Copper, tin and aluminum are all good choices.",Tin is a metal with a high conductivity.,Copper is a very high conductive metal.
Lily has conflict with Lucy. Their friends mediate their conflicts.,Mediation is a process used in helping people resolve conflicts.,Conflict is the process of meditating on one another's state of mind.
There are many dwarfism patients. Most of them have achondroplasia.,Achondroplasia is the most common type of dwarfism.,Achondrosplasia is the most common type of dwarfism.
John was not armed. He picked up a stick.,Sticks are arms.,Sledgehammers are weapons used by soldiers to defend themselves against attackers.
Host switch occurred between the two patients. Plasmodium vivax malaria of one of them was passed to the other.,Host switch leads to emergence of Plasmodium vivax malaria in humans.,Plasmodial malaria can also be transmitted from one patient to another by an infected person through the plas.
This is a case of recidivism. The criminal repeated his previous crime.,Recidivism involves repeat offenders of the same crime.,Recidivism is the re-occurrence of a previous crime over a period of time.
"In an orchard, a photographer prepares to take a picture of papaya flowers. The grower tells the photographer to come back when the papayas are about one meter tall.",Papayas start flowering when they are about one metre tall.,Papayas grow to about one-third their height in height at the base of their heads.
Jack is an agronomist. He studies the particular plant science concerning crop production.,Agronomists study the particular plant science concerning crop production.,Agronomists study the specific plant science of agriculture.
It is said that brachiopods appeared in that forest. Many biologist went there for their rarity.,Brachiopods are rare today.,Brachiopod numbers are very similar to the size of a human tooth.
She keeps some ringtails. She bought some meat as fodder.,Ringtails are omnivores but seem to prefer meat.,Livestock eat meat.
John bought some kits. Their total weight is 100 ounces.,Kits weigh ounces.,Kits have a total weight of about one-third the weight of a regular pack.
Poison damages protein by destroying the peptides. The protein expression will not be regulated in this case.,Peptides regulate some aspects of protein expression.,Proteins are the main components of the protein expression regulation of the protease-mediated destruction of the pept.
I didn't know what the small brown capsule was. My father told me it was a pupae.,Pupae are small brown capsules.,Pupae are small brown capsules with a small brownish-white outer cap.
Kudus are African animals. We can see many stripes on their backs.,Kudus have blades.,Dromaeosaurids have stripes on the back of their heads.
The blanket was dirty. He cleaned the surfaces.,Blankets have surfaces.,Cleaning is the process of removing dirt from the surface of a surface.
The plankton bloom all died of the pollution. The manta was hungry.,Manta rays as they feed on plankton bloom.,Manta eat plankton.
The plane was hit in thunderclouds. It was destroyed by large amounts of electrical energy.,Thunderclouds build up large amounts of electrical energy.,Thunderstorms are a type of lightning-like phenomenon.
Tom is four-month years old. He can walk.,Cubs start to walk at four months of age.,Mouths are a vital part of the body's ability to control the flow of blood through the mouth.
I want judge her boyfriend. I try to watch his behaviours.,Judging  watchs.,Judgment is the process of watching a person's behaviour.
The metal was conducting electricity. The electrons tiny charged particles inside atoms carried the electricity.,Electricity flows through a material carried by electrons tiny charged particles inside atoms.,Electrons are small enough to carry the electric charge in a small amount of space.
Prevalent phenomena are usually acceptable at that time. Cannibalism seems to have been acceptable in the earliest times.,Cannibalism seems to have been prevalent in the earliest times.,Cannibalism is a type of necrotizing disease characterized by necrosis of the ileus.
Vegetarian don't eat meat. Hares wont eat meat.,Hares are strictly vegetarian.,Hares are omnivores.
Winter is coming. Many birds are flying to south these days.,Migration depends on climates.,Summer is the time of year when many birds fly to south.
Mapel looked at the stars through a telescope. Mapel only sees a lot of light spots.,Stars appear only as pinpoints of light in the sky even through the most powerful telescopes.,Stars are very small in their size.
The researcher analyzed the nucellus into details. He found that it consists of many living parenchymatous cells.,Nucellus consists of living parenchymatous cells.,Nucelli are one of the most common cell types found in the human body.
The growth of Myceliums should be promised in Tom's experiment. Tom put the microorganism in suitable substrate.,Myceliums grow in suitable substrate.,Mycelium is a member of the family of bacteria known as the mycelium family.
The natural habitat was exploited a lot. It was almosted destroyed.,Exploitation destroys natural habitats.,Trees are one of the few natural habitats on the planet with a high degree of biodiversity.
Luna wants to take pictures of some flowers in early spring. She finds some hepaticas in the fields.,Hepaticas are among the first flowers to bloom in the spring.,Hepaticas are one of the few plants found in late spring in the western United States.
The government encourages students to learn knowledge. Only in this way can students make an impact in the future.,Knowledge cans have impact.,Knowledge is the ability to make a difference in the lives of people.
The child described big black birds in his dream. His parents told him not to be afraid of ravens.,Ravens are big black birds.,Ravens are large black birds with a large black plumage.
The doctor told the pregnant woman to have food with high folic acid. She went to buy beets in the supermarket.,Beets contain high amounts of folic acid.,Beets are high in folate.
He was interest in painting. His favorite was the painting patterns.,Interest includes patterns.,Patterns are the patterns of a particular type of animal.
"There are many areas in our country. We can identify the, through their different characteristics.",Crews identify areas.,Identification is the process of identifying the characteristics of an individual.
There is no precipitation in this region. . The prospect of the harvest looks bleak. .,Rain is essential for farming.,Irrigation is a significant contributor to the likelihood of drought in the region.
Tom likes to eat tasteful fruit. Tom often buys avocados.,Avocados have taste.,Avocados are one of the most popular fruit of the tropical rainforests.
He is the deputy of the CEO. He is responsible for the security of CEO.,Deputies provide security.,Securitization is the process of managing risk in the management of a company's business.
Scientists are studying pollination of flowers. Scientists found that nocturnal insets and the flowers themsleves do great help.,Pollination is often done by nocturnal insects but self-pollination also occurs.,Pollination occurs during the day in the absence of light.
Tom ate a lot of spicy food. His stomach mucosa was damaged.,Irritants affect mucous membranes.,Spirits are the body's natural defense system against harmful bacteria.
The student majored in medicine had to choose a ressearch interest. He chose Psychiatry.,Psychiatry is a branch of medicine.,Psychology is the science of the study of the human mind.
My father is an acrobat. He tried to make my body highly plastic.,Acrobats are high-impact plastic.,Acrobatics is the art of making a body highly flexible.
Capitalism had a rapid development in this country. Many factories which concentrated on production sprung up.,Capitalism is the growth of an industry with a concentration on production.,Industrialization led to rapid growth in the number of jobs created during the period from the late 1800s to.
There was a quake in the city. The instrument detected the wave.,Quakes generate waves.,Rise is caused by a strong earthquake.
I observed the whole process of guppies giving birth. I saw the baby guppies come out and swim away.,Guppies can swim as soon as they leave their mother's body.,Guppies swim in water.
The source of the toxins were exposed to a large amount of heat. It emited a lot highly toxic fumes.,Heat can cause emission of highly toxic fumes.,Toxins can also be extremely toxic to humans if they are released into the air.
Mary's body is very flexibel. She is able to move body joints through a full range of motion.,Flexibility is the ability to move body joints through a full range of motion.,Flexibility is the ability to move parts of the body at a given point in time.
Tom wanted to get some gelatine. He hydrolyzed collagen by boiling skin ligaments tendons etc.,Gelatine is obtained by hydrolysis of collagen by boiling skin ligaments tendons etc.,Gelatine is used in the treatment of collagen hydrolysis as a way to reduce the amount of.
Tom puts the bananas in the bag to ripen. There are water drops on the inner wall of the bag after the banana is ripe.,Bananas produce large quantities of heat when they are ripening.,Bananas have water droplets on the outer wall of their body.
Air saturation builds up. The resistivity increases gradually.,Resistivity increases with air saturation.,Resistivity is a measure of the amount of resistance an atom has to being exposed to a certain amount of.
That piece of blue and white porcelain dates from the Song Dynasty. From its body can be seen the prosperity of the Song Dynasty.,Craft have time travel capability.,Porcelain is one of the oldest types of art known to man.
Seapals were ruptured by naughty kids. The developing bud lost its protection.,Sepals help protect the developing bud.,Buds secrete a chemical called epidermal growth factor to protect it from infection.
At night Tom explored the subterranean burrows often excavated by aardvarks. He found warthogs.,Warthogs take shelter in subterranean burrows often excavated by aardvarks at night.,Warthogs live in underground burrows.
Sheep still need to be outdoors in winter. Ensuring their nutrition is critical.,Nutrition is the key to keeping sheep outside in the winter.,Ensuring the health of their livestock depends on maintaining a healthy diet.
Bob read some related publications. He learned more details.,Publications offer details.,Documents include summaries.
He studied at what are quills made of. At last he knew they were made of modified hairs with a coat of keratin.,Quills are made of modified hairs with a coat of keratin.,Quills are made of the modified hairs.
The Smiths live in Amazon. The elderly in the family are all over 90 years old.,Amazons are long lived creatures living up to eighty years.,Sisterhood is defined as a period of at least one year between the ages of one to three when the.
Tom visited the zoo. Tom discovers that cubs live in different areas of the zoo depending on their genders.,Cubs are divided equally between genders at birth.,Cubs have different sexes from other animals.
Squeezing the juice out of the fruit diminishes the nutritions inside. Juices are not as good as fruits.,Juices are made by squeezing the juice out of the fruit.,Juices have little nutritions.
"After the Second World War, the population's standard of living and reactions changed. After World War II, global governance has changed.",Governance is the change brought about by the populations reactions.,Global governance is the process of managing the distribution of wealth in a society.
Tom is very careful about eating healthy. He substituted linseed oil for soybean oil.,Flaxseed is rich in linseed oil.,Linseed oil is a rich source of natural phytochemicals found in soybeans.
Mary likes motmots very much. She likes their turquoise plumage especially.,Motmots are magnificent birds with striking turquoise plumage.,Moatfishes have a brilliant plumage.
The old man wanted to keep healthy. The old man ate food that can purify his body.,Purity is also a state of health.,Purification is the process of getting rid of harmful substances from the body.
I planted dogwoods in my garden. It thrived without being overwhelmed by other various plants.,Dogwoods are tolerant of competition from many other plants.,Dogwoods thrive in a variety of environments.
I once used ointments. I think lotions are better.,Lotions are much thinner than ointments.,Ointments can be used to treat a wide variety of skin conditions.
Customers should be informed of safety instructions. Attendants who are familiar with safety instructions are needed.,Attendants provide safety instruction.,Attendants provide safety instruction.
The poor lady became our queen. She could live her natural life span.,Queens live natural life span.,Princesss have a natural lifespan.
People have long been inseparable from petrochemicals such as plastics. Experts worry that the environmental protection policy on petroleum use will be aborted.,Petrochemicals are chemicals derived from petroleum.,Pretendons are one of the most widely used chemicals in the fossil fuel industry.
My phone is fully charged. I can make calls now.,Charge has effects.,I use my phone to make calls.
Rodents have special teeth. Teeth show one of their characteristics.,Rodents have characteristics.,Teeth have two distinct characteristics.
John saw the criminal's face and told the police. The police got the criminal.,Criminals have faces.,Cops use facial recognition technology.
Tom has many kinds of waterfowl in his farm. Tom needs to prepare a variety of different feeds.,Waterfowls eat vary diets.,Fowl feed on a wide variety of foodstuffs.
He is a slave to the landlord's family. He was forced by the landlord to do something.,Slavery is something imposed upon a human being by another at some moment after birth.,Slavery is the act of breaking an agreement between two parties to a contract.
The boss made over all his equity in the company. He no longer has the ownership interest of the business enterprise.,Equity is the ownership interest of the business enterprise.,Equity is the ownership of a business enterprise to be managed by a managing director.
The plastic was decompsed. There are a lot of carbon dioxide around it.,Decomposition releases carbon dioxide.,Cyanide is used to make plastics.
Mary wants to have a localized massage on her hands. The doctor tells her to do acupressure.,Acupressure is a type of highly localized massage.,Acupressures are the most common type of massage on the body.
The examination data showed severe calcification. The doctor said she had an aging placenta.,Calcification is a sign of placental aging.,Calcification is a common cause of death in older women.
The citizens hope the government can build more ways. The government considers different environmental consequences.,Ways have different environmental consequences.,Degradations are the most serious environmental impact of carbon dioxide emissions.
Peregrines passed my sight. I saw swift shadows.,Peregrines are fast fliers.,Reptiles are slow-moving animals with their eyes darting in the opposite direction of their body.
Tom wants to collect some remains of marine invertebrates. He picked up a lot of seashells.,Seashells are among the most familiar remains of marine invertebrates.,Sea urchins are the largest sea urchin group on the planet.
This hamburger restaurant ran out of meat. It ordered raw meat from the farm of cattles.,Hamburgers come from dairy cattle.,Cattles are a type of animal-based food.
Lisa went to the zoo and saw the stag. She saw that most stags are dark brown with a prick on their neck.,Stags tend to be a much darker brown with a scruff of hair on the front of the neck.,Stag have a prick at the base of their head.
He is addicted to alcohol. He can't control his life.,Alcoholism results in loss of control.,Alcohol is a drug of abuse.
He earned a lot of mony this season compared with last one. His profit increased a lot.,Profit is the increase in wealth in a period.,Mony is a measure of the amount of money a company has invested in a business.
The bomb on the left exploded. The bomb next to it exploded too.,Explosions produce explosions.,Bombs cause explosions.
The doctor told William that his eyesight was gradually losing. The doctor used radiotherapy to treat William.,Radiotherapy uses low dose radiation to stop the progression of vision loss on the retina.,Radiotherapy is a non-invasive surgical procedure used to remove the damaged tissue from the eye.
Courtney feels that she has a high level of carbon dioxide. The doctor takes a blood test on her.,Bloodstreams carry carbon dioxide.,Blood tests confirm the presence of carbon monoxide in the blood.
The ground was scattered with decaying fish. The air is full of the stink of decayed fish.,Decay has impact.,Decomposition is the smell of rotting flesh.
Their company has laid down a series of mining rules. They follow this rule in every mine areas.,Rules apply to mine areas.,Mining is the process of laying down a set of regulations.
The lady hoped her poodle can have enough nutrients. She bought various food containing proteins and so on.,Poodles need proteins.,Poodles are omnivores.
Tom seached for relevant laws. He didn't know which version to follow.,Laws include versions.,Legislation is the law of the land.
Peter exposed a live circuit to a changing magnetic field. The state of the wire changes.,Induction occurs when a magnetic field changes with time.,Circuits change over time.
Tom wanted to do some studies. Tom went to the school lab and finished the studies.,Labs have facilities.,Lab is the science lab.
Explosives dissolve easily in water. It difficult for scientists to extract the explosive molecules of explosives.,Explosives dissolve easily in water making it difficult to extract the explosive molecules.,Explosive is a chemical term used to describe the chemical structure of a substance.
Tom has suffered migraine for a long time. He felt dizzy yesterday.,Migraines are a possible cause of dizziness.,Nausea is a common side effect of migraine.
They saw meerkats in South Africa. They were surprised by its unique patterns.,Meerkats have own unique patterns.,Krill are one of the most common species of eel on the planet.
Tom wore two left boots in the morning. His foot was uncomfortable.,Boots have sides.,Boots provide protection.
He analysed the composition of the soil. He discovered many different elements.,Soil contains many different elements.,Insects are a diverse group of plants with many different characteristics.
Overloading has caused serious consequences. There are rules for penalizing such consequences.,Rules govern consequences.,Rules apply to all types of loadings.
Mike is a sheriff. He was elected as officals in his county.,Sheriffs are elected officials in their counties.,Offices have administrative functions.
Tom has many adjacent plots. These plots are full of wheat.,Wheat grows in adjacent plots.,Wheat is part of the family of cereals.
He wiped those nourishment on the tissue. The test showed that the deeper tissue has got the nourishment.,Nourishment passes into tissue.,Nourishment is the process of getting the nutrients from the blood into the body.
Larvaceans are growing every day. Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans rebuild their house every day.,Carvage is used to make the material needed to make a body of water.
Tom borrows money from his colleagues every day. He is in debt now.,Debt is an amount owed as of a certain date.,Credit is a measure of the amount of money a person has to spend to pay off a debt.
Lucy recently has a diet. She eats a lot of fruit instead of rice .,Diets include much fruit.,Protein is the main source of protein in the diet.
This boy was provided with enough toys in his childhood. His sensory organ developed very well.,Toys help children.,Toys provide stimulation.
Trogons are good at finding cavities. Trogons built their home in a cavities.,Trogons are cavity nesters.,Cavities are the cavities of a group of animals.
This field is all monoculture. They all just grow corn.,Monocultures are fields with only one crop.,Monoculture is a type of agriculture in which all crops are grown on a single site.
There are many paths in the park. They have different functions.,Pathways serve different functions.,Paths provide functions.
Tom's body is deficient in protein. The doctor advised him to eat more lean pork.,Pigs are a great source of meat but they are great pets.,Lunch is a type of high-protein food.
These membranes are permeable. Exchanges can occur across them.,Exchanges occur across permeable membranes.,Exchanges occur when the membrane is permeable but the exchange is blocked.
Iron man is dying. Every one in the audience region is weeping or crying.,Dying cause sadness.,Suffocation is a common cause of death in children.
She had a blood routine examination. The doctor found the level of carbon dioxide was too high.,Bloodstreams carry carbon dioxide.,Inhalation is the main cause of death from carbon dioxide poisoning in humans.
John wanted to raise a semi-hardy perennial. He raised buttercups.,Buttercups are half hardy perennials.,Mushrooms are one of the most hardy perennials on the planet.
A lady needed twigs to make an art work. She took the scissors to cut the shrubs.,Shrubs produce twigs.,Shrubs have twigs.
John is looking in the mirror. He found his eyes blue.,Irises have pigment.,Reflection is the process of reflecting back on one's self.
The house owner wanted some trees inside his house. He decided to buy some hemlocks.,Hemlocks are shade tolerant evergreen tree.,Hemlocks are a type of tree native to South America.
The house was on fire and the people needed water to put it out. People came to the bay.,Bays provide water.,Bays provide drinking water.
He was confused when he faced options. He was confused about which career path to choose.,Options include career paths.,Choices are the choices made by a person in their life.
Tom is a petrologist. Tom studies rocks as his analysis.,Petrology is the scientific study of rocks.,Rocks are the basis of rock science.
I have difficulty checking all the machines. I turn to the technology of my colleges.,Colleges offer technology.,Courses provide a way to check the accuracy of computer programs.
The weather is hot throughout this year. Beets dosen't grow well.,Beets grow best in cool weather.,Beets are one of the few plants native to the tropics.
The doctor diagnosed the spread of virus particles in the patient. The doctor found that there were on all epithelial surfaces.,Virions seede to all the epithelial surfaces of the body.,Viscosity is a measure of the number of viral particles per unit area of epithelial surface.
The content of methanol in the new house overwhelmed the body's capacity. The worker was poisoned.,Methanol becomes poisonous only when it overwhelms the body's capacity to remove it.,Methanol can be toxic to the body if inhaled.
He explored the metal coating of halogen lamps. He found some dysprosium.,Dysprosium is found in the metal coating of halogen lamps.,Dysprosion is a metal-containing substance found in many metals.
Tony wanted to buy some food. He bought one hamburger in a McDonald's store.,McDonald's sells food.,Hamburgers are a type of fast food.
He grew up and became a well-known jeweler. He created a lot of fine jewelry.,Jewelers create fine jewelry.,Jewelry is the art of making objects from small pieces of metal.
Those men are hikers. They have a strong desire to drink water.,Hikers drink water.,Hikers drink water because they want to stay hydrated.
Air pressure should be measured. Barometers are needed.,Barometers are used to measure air pressure.,Barometers measure pressure in relation to the amount of air in the atmosphere.
A group of thiefs were caught. They handed in the stolen things.,Thiefs have stolen things.,Looters are thieves who use stolen goods to get their money out of the black market.
He composted the soil. The pH of the soil gradually balances out.,Compost balances the pH of soil.,Pb is a measure of the relative amount of carbon dioxide in the air as a result of respiration.
"My grasshopper did not drink the water I prepared. It is normal, what it eats have enough water.",Grasshoppers receive their water from the food they eat.,Grasses are a common source of lead in drinking water.
The machine has some functions similar to the human minds. It can identify some obvious patterns.,Minds identify obvious patterns.,Detects patterns.
Tom squeezed all the fuel with the machine. The fuel compression was done.,Compression is when all of the fuel is squeezed.,Fuel is the amount of air in a unit of volume divided by the mass of the object.
John observes the way animals breathe. He saw the diaphragm contract as the rabbit inhaled.,Inhalation occurs when the diaphragm contracts.,Diaphragms are a type of breathing apparatus used to release air into the lungs.
I bred this tiny dog as my pet. My family called it toy.,Toys are tiny dogs bred mainly as pets.,Toys are small dogs with a small body.
The frogfish rushed to its prey. The prey got into its mouth.,Frogfishs open mouths.,Frogs use their jaws to release a small amount of fluid from their mouths to release the fluid.
Tom stepped in narrow deep cracks in the glacier. His friend yelled tom stepped in Crevasses.,Crevasses are narrow deep cracks in the glacier.,Crevasses is a type of deep-water ichthyosaccharide.
The list shows that you used much water last month. I cleaned my whole house in and out during last month.,Cleaning cause using water.,Water is used to clean the entire surface of a building.
This special organization is in charge of tracking. It manages occurrence of data.,Tracking is the management of occurrence data.,Occurrence is the process by which data is used to identify incidents.
Synthetic resin smells toxic when burned. Tom's clothes made of polyester smell poisonous when burned.,Polyester is a hard synthetic resin used to make textile fibers.,Polyester is a synthetic resin used in the manufacture of clothing.
There are many sparrows in the orchard. Many insects are eaten by them.,Finches catch insects.,Sparrows are one of the most common insect pests of the food chain.
He was bit by wasps. He felt very painful.,Wasps have painful sting.,Wasps are very sensitive to pain.
My baby became a teenager. The baby bike could not bear his weight.,Teenagers are to gain weight.,Bikes have mass.
I had a budgie. I found its interest.,Budgies have interest.,Budgies are very curious animals.
Tom is an engineer. He studies different kinds of structures.,Engineers design skeletal structures.,Engineers study structures.
The clocks are moving all the time. They are like living creatures.,Clocks are close to living things.,Time is a measure of the amount of time it takes to travel from one place to another.
The gardener was hired to take care of my poinsettias. He prevented it from harm of mealybugs with great efforts.,Mealybugs are serious pests of poinsettias.,Poinsettia is one of the most common types of allergic rhinitis.
Tom searched the Internet for the nature of loudness of an instrument. It turned out to be dynamics.,Dynamics is the nature of the loudness of an instrument.,Dynamics is the measurement of the relative volume of a sound in relation to the overall volume of the sound.
It is important for people to know important events of the country every day. The editor has left a special page for national news.,Newspapers have separated pages.,National news is the publication of news from around the world.
Tom was infected with pneumonia. Tom's family was worried about him.,Pneumonia is the most common infectious disease of the lung leading to death.,Pneumonia is a common cause of death in people who are infected with the pneumococcal virus.
Tom has just had a wine. Tom fails the blood test.,Alcohol goes directly from the stomach into the blood stream.,Viscosity is a measure of the amount of alcohol in the blood.
They climbed up to the peak of the hill. They felt the climate much colder than that at the foot of the hill.,Elevation affects climates.,Temperatures can be as high as -40C in the winter as they are in the summer.
Color in a relatively permanent skin layer like the dermis would not fade soon. Tattoos can keep its color for a long time.,Tattoos are down deeper in the dermis a relatively permanent skin layer.,Tattoos are permanent scars on the skin of the body.
Kate is suffering from thermal hyperalgesia. Kate's doctor prescribed a drug containing zinc.,Zinc alleviates thermal hyperalgesia due to partial nerve injury.,Zinc can block the effects of heat loss in the brain by inhibiting the action of the sympathetic nervous system.
Some of the leaves on Tom's potted plants are getting old and dying. There are mildew spots on some leaves.,Mildew occurs most often on old foliage of declining plants.,Pestilence is a common cause of death in many species of flowering plants.
Tom wants to draw a digital image. Tom draws graphics by drawing pixels.,Pixels are the basic building blocks of all digital images.,Pixels are a type of graphic unit used to represent the number of elements in a graphic object.
She is a witch. She can heal small animals.,Witches are healers.,Witches are healers.
Kur is using a microscope to observe the growth of pollen tubes from the surface of pollen grains. Kur named it germination.,Germination is the growth of a tube from the surface of a pollen grain.,Germination is the process of attaching a needle to the base of a pollen tube to release the pollen.
Lucy has suffered form infertility. Lucy didn't deliver a live baby.,Infertility also includes the inability to carry a pregnancy to the delivery of a live baby.,Infertility is the most common cause of death in women who miscarry.
There was a light rain in the polluted city. The visibility was lower.,Humidity can significantly increase the effect of pollution on visibility.,Rainfall is a measure of the amount of moisture in the air over a given period of time.
The building is of low visibility in fog. It can only be seen to a low degree.,Visibility is the degree of being visible.,Fog is a natural phenomenon caused by the movement of air from one direction to another during the day.
These adolescent boys haven't had any relationships yet. Masturbation occurs frequently.,Masturbation occurs throughout puberty previous to any relationship.,Masturbation is the most common cause of sexual dysfunction in young men.
Tom wants to collect fructose. Tom chooses kiwi to collect fructose.,Kiwi has fructose.,Kiwi is a member of the family of small-mammalian starches.
Tom wants to take photos of kinglets. Tom goes to evergreen forest to find the bird.,Kinglets live in evergreen trees.,Kingfinches are one of the most common birds in evergreen forests.
Bob told his mother that the bird was masticating happily. Mother pointed out Bob's mistake and said that birds can't masticate.,Mastication occurs in mammals only.,Masticating is the process of mating in a way other mammals can.
He wants to control noise. He uses slits as devices.,Slits are noise control devices.,Slits are used to control the amount of noise in a room.
Peter had a serious illness when he was a baby. His mental development is slower than that of his peers.,Infancy is also a time of brain development.,Childhood is a time when children are at their most vulnerable.
The man invented speech resynthesis. Its is possible for text-to-speech process in different languages.,Text is spoken by synthetic speech  in different languages.,Resynthesis is the process of converting text to a computer-readable medium.
The magazine has pictures of naked girls. The magezing is classified as pornographic magazine.,Erotica is defined as nudity without any sexual acts.,Magezing is the sexual arousal of a group of people who are sexually attracted to one another.
Ability of chemically interacting with many other substances indicates chemical instability. Phenols has chemical instability.,Phenols chemically interact with many other substances.,Phenols are one of the most widely used substances in the chemistry of the human body.
The explorer wore crampons in climbing the snow mountain. The spike-soled boots helped him in climbing.,Crampons are spike-soled boots.,Crampons are a type of climbing boot with a spike-like surface.
