This is a case of recidivism. The criminal repeated his previous crime.,Recidivism involves repeat offenders of the same crime., Recidivism is the process by which a person is re-offended.
"In an orchard, a photographer prepares to take a picture of papaya flowers. The grower tells the photographer to come back when the papayas are about one meter tall.",Papayas start flowering when they are about one metre tall.,"

Papayas grow in the fall."
Jack is an agronomist. He studies the particular plant science concerning crop production.,Agronomists study the particular plant science concerning crop production., Agronomists study specific plants.
It is said that brachiopods appeared in that forest. Many biologist went there for their rarity.,Brachiopods are rare today.,Brachiops are among the rarest of all marine mammals.
She keeps some ringtails. She bought some meat as fodder.,Ringtails are omnivores but seem to prefer meat., Meat is a source of protein.
John bought some kits. Their total weight is 100 ounces.,Kits weigh ounces., Kits are made of stainless steel.
Poison damages protein by destroying the peptides. The protein expression will not be regulated in this case.,Peptides regulate some aspects of protein expression.,"

Proteins are proteins."
I didn't know what the small brown capsule was. My father told me it was a pupae.,Pupae are small brown capsules.,"

Pupae are small brown capsules."
Kudus are African animals. We can see many stripes on their backs.,Kudus have blades., They have stripes on the back of their heads.
The blanket was dirty. He cleaned the surfaces.,Blankets have surfaces.,"

""I didn't want to have to clean it,"" he said."
The plankton bloom all died of the pollution. The manta was hungry.,Manta rays as they feed on plankton bloom.,"

Manta feed on plankton."
The plane was hit in thunderclouds. It was destroyed by large amounts of electrical energy.,Thunderclouds build up large amounts of electrical energy.,"

Thunderstorms cause lightning strikes."
Tom is four-month years old. He can walk.,Cubs start to walk at four months of age., He has a cane.
I want judge her boyfriend. I try to watch his behaviours.,Judging  watchs., I want to see how he reacts to me.
The metal was conducting electricity. The electrons tiny charged particles inside atoms carried the electricity.,Electricity flows through a material carried by electrons tiny charged particles inside atoms.,"

Electrons carry electricity."
Prevalent phenomena are usually acceptable at that time. Cannibalism seems to have been acceptable in the earliest times.,Cannibalism seems to have been prevalent in the earliest times.,"

Cannibalism is a method of killing animals."
Vegetarian don't eat meat. Hares wont eat meat.,Hares are strictly vegetarian.,Hares eat beef.
Winter is coming. Many birds are flying to south these days.,Migration depends on climates., Birds fly to the south because they have places to lay their eggs.
Mapel looked at the stars through a telescope. Mapel only sees a lot of light spots.,Stars appear only as pinpoints of light in the sky even through the most powerful telescopes.,"

Astronomers use the Hubble Space Telescope's Wide Field Camera 3 to see stars."
The researcher analyzed the nucellus into details. He found that it consists of many living parenchymatous cells.,Nucellus consists of living parenchymatous cells., The nucelli are part of a family of living cells.
The growth of Myceliums should be promised in Tom's experiment. Tom put the microorganism in suitable substrate.,Myceliums grow in suitable substrate.,Microorganism is one of the most common types of microorganisms found in the food supply.
The natural habitat was exploited a lot. It was almosted destroyed.,Exploitation destroys natural habitats.,"

Biodiversity is one of the most important sources of biodiversity in the world."
Luna wants to take pictures of some flowers in early spring. She finds some hepaticas in the fields.,Hepaticas are among the first flowers to bloom in the spring.,"

Hepaticas can be found in the field."
The government encourages students to learn knowledge. Only in this way can students make an impact in the future.,Knowledge cans have impact.,"

Education is the most effective way to improve the quality of life of people."
The child described big black birds in his dream. His parents told him not to be afraid of ravens.,Ravens are big black birds.,"

Ravens are a common sight in the wild."
The doctor told the pregnant woman to have food with high folic acid. She went to buy beets in the supermarket.,Beets contain high amounts of folic acid.,"

Folic acid is a powerful antioxidant."
He was interest in painting. His favorite was the painting patterns.,Interest includes patterns., Painting is one of the most common ways to express emotions.
"There are many areas in our country. We can identify the, through their different characteristics.",Crews identify areas.,"

Identification is one of the most important aspects of a person's life."
There is no precipitation in this region. . The prospect of the harvest looks bleak. .,Rain is essential for farming.,Harvesting is the only way to reduce the impact of climate change on the environment.
Tom likes to eat tasteful fruit. Tom often buys avocados.,Avocados have taste.,Avocados are a great source of protein.
He is the deputy of the CEO. He is responsible for the security of CEO.,Deputies provide security.,"

CEOs have responsibility for security."
Scientists are studying pollination of flowers. Scientists found that nocturnal insets and the flowers themsleves do great help.,Pollination is often done by nocturnal insects but self-pollination also occurs.,Pollination is one of the most common ways pollination occurs during the day.
Tom ate a lot of spicy food. His stomach mucosa was damaged.,Irritants affect mucous membranes.,"

Spirits can damage the lining of the stomach."
The student majored in medicine had to choose a ressearch interest. He chose Psychiatry.,Psychiatry is a branch of medicine.,"

Psychiatry is the study of people with mental health problems."
My father is an acrobat. He tried to make my body highly plastic.,Acrobats are high-impact plastic., He made my body extremely plastic.
Capitalism had a rapid development in this country. Many factories which concentrated on production sprung up.,Capitalism is the growth of an industry with a concentration on production.,"

In the early part of the 19th century, industrialization brought with it the emergence of capital."
There was a quake in the city. The instrument detected the wave.,Quakes generate waves.,"

Tremors are caused by waves."
I observed the whole process of guppies giving birth. I saw the baby guppies come out and swim away.,Guppies can swim as soon as they leave their mother's body.,Guppies give birth to babies.
The source of the toxins were exposed to a large amount of heat. It emited a lot highly toxic fumes.,Heat can cause emission of highly toxic fumes.,"

Toxins can also enter the bloodstream."
Mary's body is very flexibel. She is able to move body joints through a full range of motion.,Flexibility is the ability to move body joints through a full range of motion., Flexibility is the ability to move one's body from one position to another.
Tom wanted to get some gelatine. He hydrolyzed collagen by boiling skin ligaments tendons etc.,Gelatine is obtained by hydrolysis of collagen by boiling skin ligaments tendons etc., Gelatine is a very good source of collagen.
Tom puts the bananas in the bag to ripen. There are water drops on the inner wall of the bag after the banana is ripe.,Bananas produce large quantities of heat when they are ripening.,"

Papaya is a rich source of protein."
Air saturation builds up. The resistivity increases gradually.,Resistivity increases with air saturation., Resistivity increases slowly.
That piece of blue and white porcelain dates from the Song Dynasty. From its body can be seen the prosperity of the Song Dynasty.,Craft have time travel capability., Porcelain is used as a symbol of wealth.
Seapals were ruptured by naughty kids. The developing bud lost its protection.,Sepals help protect the developing bud.,Bud is the most vulnerable part of the body.
At night Tom explored the subterranean burrows often excavated by aardvarks. He found warthogs.,Warthogs take shelter in subterranean burrows often excavated by aardvarks at night., Warthogs have burrows.
Sheep still need to be outdoors in winter. Ensuring their nutrition is critical.,Nutrition is the key to keeping sheep outside in the winter.,"

Nursing is one of the most important aspects of a healthy diet."
Bob read some related publications. He learned more details.,Publications offer details.,"

Petersen is a specialist in the field of psychology."
He studied at what are quills made of. At last he knew they were made of modified hairs with a coat of keratin.,Quills are made of modified hairs with a coat of keratin.,Keratin is the pigment of the skin.
The Smiths live in Amazon. The elderly in the family are all over 90 years old.,Amazons are long lived creatures living up to eighty years., Smiths have a long life expectancy.
Tom visited the zoo. Tom discovers that cubs live in different areas of the zoo depending on their genders.,Cubs are divided equally between genders at birth.,Cubs have different sexes.
Squeezing the juice out of the fruit diminishes the nutritions inside. Juices are not as good as fruits.,Juices are made by squeezing the juice out of the fruit.,Juices contain a lot of sugar.
"After the Second World War, the population's standard of living and reactions changed. After World War II, global governance has changed.",Governance is the change brought about by the populations reactions., Governments have become more concerned about the lives of their citizens.
Tom is very careful about eating healthy. He substituted linseed oil for soybean oil.,Flaxseed is rich in linseed oil., Soybean oil is a natural source of omega-3 fatty acids.
Mary likes motmots very much. She likes their turquoise plumage especially.,Motmots are magnificent birds with striking turquoise plumage.,Moatheons have plumage.
The old man wanted to keep healthy. The old man ate food that can purify his body.,Purity is also a state of health.,"

Protein is one of the most important nutrients in the body."
I planted dogwoods in my garden. It thrived without being overwhelmed by other various plants.,Dogwoods are tolerant of competition from many other plants.,Dogwoods are native to the southeastern United States.
I once used ointments. I think lotions are better.,Lotions are much thinner than ointments.,Ointments are a good way to get rid of unwanted chemicals.
Customers should be informed of safety instructions. Attendants who are familiar with safety instructions are needed.,Attendants provide safety instruction.,"

Safety is a responsibility of all participants."
The poor lady became our queen. She could live her natural life span.,Queens live natural life span., She was the queen of the world.
People have long been inseparable from petrochemicals such as plastics. Experts worry that the environmental protection policy on petroleum use will be aborted.,Petrochemicals are chemicals derived from petroleum.,Petrochemistry is one of the most widely used chemicals in the world.
My phone is fully charged. I can make calls now.,Charge has effects., My phone is charged when I am on the road.
Rodents have special teeth. Teeth show one of their characteristics.,Rodents have characteristics., Teats have special features.
John saw the criminal's face and told the police. The police got the criminal.,Criminals have faces.,"

Police said the criminal was a man in his early 20s."
Tom has many kinds of waterfowl in his farm. Tom needs to prepare a variety of different feeds.,Waterfowls eat vary diets., Feeds include fish feed.
He is a slave to the landlord's family. He was forced by the landlord to do something.,Slavery is something imposed upon a human being by another at some moment after birth.,"

Slavery is a way of life."
The boss made over all his equity in the company. He no longer has the ownership interest of the business enterprise.,Equity is the ownership interest of the business enterprise.," Instead, he is the owner of the businesses."
The plastic was decompsed. There are a lot of carbon dioxide around it.,Decomposition releases carbon dioxide., Carbon dioxide is the main greenhouse gas in the atmosphere.
Mary wants to have a localized massage on her hands. The doctor tells her to do acupressure.,Acupressure is a type of highly localized massage., Acupressures are used to relieve pain.
The examination data showed severe calcification. The doctor said she had an aging placenta.,Calcification is a sign of placental aging.,"

Cancer is the most common cause of death among women in the United States."
The citizens hope the government can build more ways. The government considers different environmental consequences.,Ways have different environmental consequences., Environmental impact is measured in terms of the amount of carbon dioxide in the atmosphere.
Peregrines passed my sight. I saw swift shadows.,Peregrines are fast fliers.,"

I followed the shadow."
Tom wants to collect some remains of marine invertebrates. He picked up a lot of seashells.,Seashells are among the most familiar remains of marine invertebrates.,Seahells are the largest invertebrate species in the world.
This hamburger restaurant ran out of meat. It ordered raw meat from the farm of cattles.,Hamburgers come from dairy cattle.,Cattles are a group of people who live together in close proximity to each other.
Lisa went to the zoo and saw the stag. She saw that most stags are dark brown with a prick on their neck.,Stags tend to be a much darker brown with a scruff of hair on the front of the neck., Stags have prick marks on their necks.
He is addicted to alcohol. He can't control his life.,Alcoholism results in loss of control., Alcohol is a part of his personality.
He earned a lot of mony this season compared with last one. His profit increased a lot.,Profit is the increase in wealth in a period., He's a very good player.
The bomb on the left exploded. The bomb next to it exploded too.,Explosions produce explosions.,"

An explosion on the right exploded."
The doctor told William that his eyesight was gradually losing. The doctor used radiotherapy to treat William.,Radiotherapy uses low dose radiation to stop the progression of vision loss on the retina.,"

William's vision is a gradual loss of vision."
Courtney feels that she has a high level of carbon dioxide. The doctor takes a blood test on her.,Bloodstreams carry carbon dioxide., Carbon dioxide is one of the main greenhouse gases in the atmosphere.
The ground was scattered with decaying fish. The air is full of the stink of decayed fish.,Decay has impact.,"

Decayed fish are a common food source in many areas of the world."
Their company has laid down a series of mining rules. They follow this rule in every mine areas.,Rules apply to mine areas., Mining is the process of removing metals from the earth's surface.
The lady hoped her poodle can have enough nutrients. She bought various food containing proteins and so on.,Poodles need proteins.,Poodles have high levels of protein.
Tom seached for relevant laws. He didn't know which version to follow.,Laws include versions.,"

""I don't know the law,"" he said."
Peter exposed a live circuit to a changing magnetic field. The state of the wire changes.,Induction occurs when a magnetic field changes with time.,"

Circuits can be used to change magnetic fields."
Tom wanted to do some studies. Tom went to the school lab and finished the studies.,Labs have facilities., He then went back to the lab to start the study.
Explosives dissolve easily in water. It difficult for scientists to extract the explosive molecules of explosives.,Explosives dissolve easily in water making it difficult to extract the explosive molecules.,"

Chemists use chemical compounds to break down chemicals."
Tom has suffered migraine for a long time. He felt dizzy yesterday.,Migraines are a possible cause of dizziness.,"

Nausea is one of the most common symptoms of migraine."
They saw meerkats in South Africa. They were surprised by its unique patterns.,Meerkats have own unique patterns.,"

""Eggs have a distinctive pattern."
Tom wore two left boots in the morning. His foot was uncomfortable.,Boots have sides., He had a sore foot.
He analysed the composition of the soil. He discovered many different elements.,Soil contains many different elements.," The most common elements are calcium carbonate, magnesium sulfate, manganese sulfate and iron sulfate."
Overloading has caused serious consequences. There are rules for penalizing such consequences.,Rules govern consequences.,"

Penalties include fines."
Mike is a sheriff. He was elected as officals in his county.,Sheriffs are elected officials in their counties., Sheriff's deputies are elected by the people of the county.
Tom has many adjacent plots. These plots are full of wheat.,Wheat grows in adjacent plots.,Wheat is the primary source of protein in the diets of most people.
He wiped those nourishment on the tissue. The test showed that the deeper tissue has got the nourishment.,Nourishment passes into tissue.,"

Liver is one of the most nourishing tissues in the body."
Larvaceans are growing every day. Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans rebuild their house every day.,"

Larvae feed on the leaves of plants."
Tom borrows money from his colleagues every day. He is in debt now.,Debt is an amount owed as of a certain date.,"

""I have to make ends meet,"" he says."
Lucy recently has a diet. She eats a lot of fruit instead of rice .,Diets include much fruit., Her diet is low in carbohydrates.
This boy was provided with enough toys in his childhood. His sensory organ developed very well.,Toys help children., He has a sense of smell.
Trogons are good at finding cavities. Trogons built their home in a cavities.,Trogons are cavity nesters.,Cavities can be found in many places around the world.
This field is all monoculture. They all just grow corn.,Monocultures are fields with only one crop.,Monoculture is the process of growing corn.
There are many paths in the park. They have different functions.,Pathways serve different functions., One of them is to provide a safe environment for animals.
Tom's body is deficient in protein. The doctor advised him to eat more lean pork.,Pigs are a great source of meat but they are great pets.,"

Protein deficiency is caused by the lack of protein in the body."
These membranes are permeable. Exchanges can occur across them.,Exchanges occur across permeable membranes., Exchange is the process by which a membrane is permeable to other membranes.
Iron man is dying. Every one in the audience region is weeping or crying.,Dying cause sadness.,Crying is a sign of death.
She had a blood routine examination. The doctor found the level of carbon dioxide was too high.,Bloodstreams carry carbon dioxide.,"

Carbon dioxide is a greenhouse gas."
John wanted to raise a semi-hardy perennial. He raised buttercups.,Buttercups are half hardy perennials., Buttercups are the most common type of perennial in the United States.
A lady needed twigs to make an art work. She took the scissors to cut the shrubs.,Shrubs produce twigs., The shrubs have twigs.
John is looking in the mirror. He found his eyes blue.,Irises have pigment., He has dark brown hair.
The house owner wanted some trees inside his house. He decided to buy some hemlocks.,Hemlocks are shade tolerant evergreen tree.,"

""I just wanted to see if there was any trees on the property,"" he said."
The house was on fire and the people needed water to put it out. People came to the bay.,Bays provide water.,"

Firefighters arrived at the scene."
He was confused when he faced options. He was confused about which career path to choose.,Options include career paths.,"

""I have no choice,"" he said."
Tom is a petrologist. Tom studies rocks as his analysis.,Petrology is the scientific study of rocks., Rocks are made of carbon dioxide.
I have difficulty checking all the machines. I turn to the technology of my colleges.,Colleges offer technology., Computers are used in many industries.
The weather is hot throughout this year. Beets dosen't grow well.,Beets grow best in cool weather.,Beets have a hard time growing in the winter.
The doctor diagnosed the spread of virus particles in the patient. The doctor found that there were on all epithelial surfaces.,Virions seede to all the epithelial surfaces of the body.,"

Virus particles can also be found in the skin."
The content of methanol in the new house overwhelmed the body's capacity. The worker was poisoned.,Methanol becomes poisonous only when it overwhelms the body's capacity to remove it.,"

Methanol is used in a number of different ways."
He explored the metal coating of halogen lamps. He found some dysprosium.,Dysprosium is found in the metal coating of halogen lamps.,"

Dysprosis is a common cause of blindness in children."
Tony wanted to buy some food. He bought one hamburger in a McDonald's store.,McDonald's sells food.,"

McDonald's is a fast-food chain."
He grew up and became a well-known jeweler. He created a lot of fine jewelry.,Jewelers create fine jewelry.,Jewelry is one of the most celebrated art forms in the world.
Those men are hikers. They have a strong desire to drink water.,Hikers drink water.,Hikers drink water because they want to stay hydrated.
Air pressure should be measured. Barometers are needed.,Barometers are used to measure air pressure., Pressure is measured by measuring the amount of air pressure in a given area.
A group of thiefs were caught. They handed in the stolen things.,Thiefs have stolen things.,"

Police say the thieves have confessed to the crimes."
He composted the soil. The pH of the soil gradually balances out.,Compost balances the pH of soil.," As the soil becomes acidic, the pH increases."
"My grasshopper did not drink the water I prepared. It is normal, what it eats have enough water.",Grasshoppers receive their water from the food they eat., Grasshoppers eat grasshoppers.
The machine has some functions similar to the human minds. It can identify some obvious patterns.,Minds identify obvious patterns.," For example, it can recognize patterns in the human mind."
Tom squeezed all the fuel with the machine. The fuel compression was done.,Compression is when all of the fuel is squeezed.,"

""Furniture is one of the most effective ways to reduce fuel consumption."
John observes the way animals breathe. He saw the diaphragm contract as the rabbit inhaled.,Inhalation occurs when the diaphragm contracts.,Diaphragms contract when they are exposed to air.
I bred this tiny dog as my pet. My family called it toy.,Toys are tiny dogs bred mainly as pets.,Pet dogs are very small dogs.
The frogfish rushed to its prey. The prey got into its mouth.,Frogfishs open mouths., Frogs feed on fish.
Tom stepped in narrow deep cracks in the glacier. His friend yelled tom stepped in Crevasses.,Crevasses are narrow deep cracks in the glacier.,"

""I'm sorry,"" he said."
The list shows that you used much water last month. I cleaned my whole house in and out during last month.,Cleaning cause using water.,"

Water is a very important part of life."
This special organization is in charge of tracking. It manages occurrence of data.,Tracking is the management of occurrence data.,"

Data is used to make predictions."
Synthetic resin smells toxic when burned. Tom's clothes made of polyester smell poisonous when burned.,Polyester is a hard synthetic resin used to make textile fibers.,Polyester is a synthetic resin used in many manufacturing processes.
There are many sparrows in the orchard. Many insects are eaten by them.,Finches catch insects., Sparrows feed on insects.
He was bit by wasps. He felt very painful.,Wasps have painful sting., He didn't know if he was going to be able to walk again.
My baby became a teenager. The baby bike could not bear his weight.,Teenagers are to gain weight.,"

Bicycles have wheels."
I had a budgie. I found its interest.,Budgies have interest.,My budgie is one of the smallest mammals on earth.
Tom is an engineer. He studies different kinds of structures.,Engineers design skeletal structures., Structures are made up of many components.
The clocks are moving all the time. They are like living creatures.,Clocks are close to living things.,"

Time is a fundamental part of human existence."
The gardener was hired to take care of my poinsettias. He prevented it from harm of mealybugs with great efforts.,Mealybugs are serious pests of poinsettias.,"

Poinsettia is one of the most common diseases in the world."
Tom searched the Internet for the nature of loudness of an instrument. It turned out to be dynamics.,Dynamics is the nature of the loudness of an instrument.,Dynamics is the act of changing the volume of sound in a given space.
It is important for people to know important events of the country every day. The editor has left a special page for national news.,Newspapers have separated pages.,"

National news is the responsibility of the editor."
Tom was infected with pneumonia. Tom's family was worried about him.,Pneumonia is the most common infectious disease of the lung leading to death.,"

""He was in the hospital."
Tom has just had a wine. Tom fails the blood test.,Alcohol goes directly from the stomach into the blood stream., Tom is found to have high blood pressure.
They climbed up to the peak of the hill. They felt the climate much colder than that at the foot of the hill.,Elevation affects climates.,"

Mountain climbers climb hills."
Color in a relatively permanent skin layer like the dermis would not fade soon. Tattoos can keep its color for a long time.,Tattoos are down deeper in the dermis a relatively permanent skin layer.,Tattoos are used to protect skin from the sun's harmful rays.
Kate is suffering from thermal hyperalgesia. Kate's doctor prescribed a drug containing zinc.,Zinc alleviates thermal hyperalgesia due to partial nerve injury.,Zinc is the most effective anti-hyperalgesic drug in the body.
Some of the leaves on Tom's potted plants are getting old and dying. There are mildew spots on some leaves.,Mildew occurs most often on old foliage of declining plants.,Potted plants grow well in moist environments.
Tom wants to draw a digital image. Tom draws graphics by drawing pixels.,Pixels are the basic building blocks of all digital images.,"

Pixels are used to represent the number of pixels in a picture."
She is a witch. She can heal small animals.,Witches are healers., Witchcraft is the art of healing small creatures.
Kur is using a microscope to observe the growth of pollen tubes from the surface of pollen grains. Kur named it germination.,Germination is the growth of a tube from the surface of a pollen grain.,Germination is the process by which pollen seeds germinate in the soil.
Lucy has suffered form infertility. Lucy didn't deliver a live baby.,Infertility also includes the inability to carry a pregnancy to the delivery of a live baby.,"

Lydia is the most common cause of infertility in women."
There was a light rain in the polluted city. The visibility was lower.,Humidity can significantly increase the effect of pollution on visibility.,"

""Cities have light pollution."
The building is of low visibility in fog. It can only be seen to a low degree.,Visibility is the degree of being visible., Fog is the most visible part of the building.
These adolescent boys haven't had any relationships yet. Masturbation occurs frequently.,Masturbation occurs throughout puberty previous to any relationship.,Masturbation is the most common cause of sexual dysfunction in young children.
Tom wants to collect fructose. Tom chooses kiwi to collect fructose.,Kiwi has fructose.,Kiwi is a type of fruit with a high fructose content.
Tom wants to take photos of kinglets. Tom goes to evergreen forest to find the bird.,Kinglets live in evergreen trees., Kinglets are native to the Evergreen Forest.
Bob told his mother that the bird was masticating happily. Mother pointed out Bob's mistake and said that birds can't masticate.,Mastication occurs in mammals only.,Masticating is a natural process in birds.
He wants to control noise. He uses slits as devices.,Slits are noise control devices., Slits are used to control the movement of objects.
Peter had a serious illness when he was a baby. His mental development is slower than that of his peers.,Infancy is also a time of brain development., He has problems with language.
The man invented speech resynthesis. Its is possible for text-to-speech process in different languages.,Text is spoken by synthetic speech  in different languages., Speech resynthesis is the process of converting text into sound.
The magazine has pictures of naked girls. The magezing is classified as pornographic magazine.,Erotica is defined as nudity without any sexual acts.,"

Magezing is a type of sexual activity."
Ability of chemically interacting with many other substances indicates chemical instability. Phenols has chemical instability.,Phenols chemically interact with many other substances., Chemical instability is the inability of one substance to interact with another.
The explorer wore crampons in climbing the snow mountain. The spike-soled boots helped him in climbing.,Crampons are spike-soled boots., Crampons provide protection from the elements.
Mary has to settle all the problems in these three modules. She tries different principles and solves them respectively.,Modules apply principles.,"

Modules are designed to solve problems."
His major is kinesiology. He is very knowledgeable about movement.,Kinesiology refers to the study of movement.,Kinesiology is the study of movement.
The multiplet volume increases rapidly. The occurrence of flocculation had an obvious influence.,Flocculation occurs when the multiplet volume increases rapidly.,Flocculation is the most common cause of cataracts in the United States.
He bought some equipment. He got some cloak devices.,Equipment includes cloak devices., He used them.
This kingdom is rich in wines. Their  vines and bounty are envied by other kingdoms.,Wine is the fruit of the vine the symbol of the earth's bounty., Wine is one of the most valuable resources in the kingdom.
The restaurant sells Smoothies. They orders fresh fruit from fruit stores.,Smoothies are made of fresh fruit., Smoothies are the best source of fresh fruit in the United States.
Tom has listed a wrong equation. The whole problem solving process was wrong.,Equations cause systematic problems.,"

Evaluation is the process of finding the right equation."
Scientists cut off the lateral roots of ragweed. Ragweed is still vigorous.,Ragweeds have taproots., Ragweeds have roots.
Lake wants to work out full hard glute. Lake's fitness instructor asked him to practice lunge.,Lunges are essential to having full hard glutes., Lunge is a natural movement of the glute muscles.
Som oil was added to the carrier oil. The carrier oil was diluted.,Oils are usually dilutes in a carrier oil., The dilution is the amount of oil added to an oil carrier.
The Adhesives were exposed to oxygen. They hardened.,Adhesives harden as they oxidize.,"

Adhesives are made from a mixture of carbon dioxide and hydrogen."
Tom lost his legs before many years when he happened to a car accident. He can't walk.,Disability is defined as a restriction of activities as a result of impairment., He's paralyzed from the waist down.
A boy slipped on the ice. The boy followed him slipped too.,Slips cause slips.,"

""I don't know why,"" he said."
Tom is going to buy a bicycle. He is also equipped with a helmet for safety.,Cyclists use equipment.,"

Cyclists have helmets."
This tree has great viability. It has great potential to germinate.,Viability is the potential to germinate.,Germination is the process of germinating a plant.
Tom has some biluminescenes in the sea. He found that there were some dinoflagellates.,Dinoflagellates are the most common sources of bioluminescence in the surface waters of the ocean.,Dinoflages are a type of protein found in fish.
There was a swan in the office. The official got the beautiful feather.,Officials kill swans.,"

A swan is one of the most beautiful birds in the world."
It had been fifteen years since the aardwolf was born. It died before long.,Aardwolves can live up to about fifteen years.,"

Aardwolves have no memories of their lives."
There is something wrong with the patient's valve. The doctor found that his valve did not close when the heart contracted.,Valves close the ostia when the heart contracts.,"

Vibration is caused by the pressure of the heart on the valve."
Jerry is allergic to lactose. He may eat most unusual foods by mistake.,Lactose hides in the most unusual foods.,Lactose is a common cause of diarrhea in children.
A pterosaur was running in the forest. No one can run more fast than it.,Pterosaurs seem to have the same speed range as modern birds.,"

Pterosaurs live in forests."
Tom was diagnosed with asexuality. His wife has no sexual desire on him.,Asexuality is defined as the lack of sexual attraction to other people.,"

Puberty is the time when a person begins to develop sexual desire."
The boys were trained with patterns. They developed fixed habits.,Patterns become habits.,"

Patterns help children learn patterns."
The orphan Lucy was sad when she saw a happy family. The leader of the orphanage decided to find a kind person for her to adopt her.,Orphans need foster mothers., Lucy is the only person who can help Lucy.
Lucy's trainer is both a teacher and friend. She extremely likes her trainer.,Trainers assume multiple roles.,"

Cathy has a very positive relationship with the trainer."
Tom was lying in the bed and reading a book. He fell asleep in a few minutes.,Reads end with sleeping.,"

""I woke up,"" he told me."
Developer Edward was asked to optimize the design. He hence did unit tests.,Developer does unit tests.,"

Unit tests are an integral part of the design process."
Jack suffers from asthma. Doctors diagnosed his son with asthma.,Heredity plays a role in asthma.,Asthma is a common cause of death in children.
Tom put a magnet near some coins. . The coins were attracted together by the magnet. .,A coin is often made of ferromagnetic metals.,"

Magnetism is the attraction of magnetic particles to one another."
Too many activities have been hold in this city. Some residents were injured during these activities.,Activities have negative effects.,"

Violence is a common cause of injury."
The environment here is suitable for the family cercopithicidae. There are many mangabeys living here.,Mangabeys belong to the family cercopithicidae.,"

Mangabeys live in tropical rainforests."
The acne bacteria was blocked under thick cloth. The cloth was cut for oxygen to get in.,Oxygen stops acne bacteria.,"

Patients with acne are exposed to high levels of the acne bacteria."
John put on his the reading glasses to see the ground. John found a dent in the ground.,Flexure is when one optical system moves relative to the other.,"

John's mind is filled with thoughts."
"In addition to the daily food, I also put aquatic insects into merganser's nest. The next day I found that the aquatic insects had been eaten.",Mergansers also eat aquatic insects.,Merganser is a type of aquatic invertebrate.
A salesman visited her and recommend her some laundry detergents. She was impressed with the salesman’ politeness.,Salesmans have good manners.,"

""He is very polite,"" she said."
Some parasites lay their eggs on cloves. A few days later the eggs died.,Cloves actually kill the eggs of the parasite.,"

Cloves are used in cooking."
Tom picked up a whip. He gave it back to the jockey.,Whips are used by jockeys.,"

""I'm going to take it,"" he said."
I heard bird songs from green leaves. I began to look for the orioles hidden in it.,Orioles hidden by leafy green sing on every side., I found one in the spring.
The workers have prepared some silts. They plan to utilise them to build walls.,Silts have ability., Silts are used to make walls.
Lucy majors in ecology. She studies the relations among different creatures.,Ecology is the study of the interconnectedness of living things., Ecology is the study of relationships among different species.
He put the cells in contact with the surface. He found that adhesion had occurred.,Adhesion occurs when the cell comes into contact with a surface.,Adhesion is the process of attaching a cell to the surface of the cell.
A robin is hungry. It flies to the ground for food.,Bluebirds feed primarily on the ground-like the robin to whom they are related.,"

Crocodiles feed on insects."
They decided to travel China this summer. They first left Beijing and started from Shanghai.,Travel starts with leaves.,"

Travel is one of the most popular destinations in China."
He was honored as a hero because of his brave deed. He was allowed three days of extra holiday and he returned his home.,Heros return homes.,"

""I have faith in God."
Tom has a strong ability to survival. He was the final winner of the game.,Games focus on survival skills.,"

""He is one of the best players in the world."
Jason and I saw a mammal passing along. He told me there is a good chance that this mammal is an artiodactyl.,Artiodactyls are a widespread group of mammals.,Artiodactylysis is the process of killing an animal by injecting it with a poison.
The scientists injected nitrite into child blood. The scientists found that the oxygen carrying capacity of the child's blood declined.,Nitrite interferes with the oxygen carrying capacity of the child's blood.,Nitrite is a common cause of blood clots.
We saw something plunge-diving from the air. The teacher explained it was a booby getting its food.,Boobies feed at sea by plunge-diving from the air.,"

""Booby diving is a way to get food out of the water,"" he said."
A star crashes into the sun where nucleosynthesis occurs. The star is burned and squeezed into ashes.,Nucleosynthesis takes place in a high pressure high temperature soup.,Nucleosynthesis is the process of converting hydrogen into oxygen.
Lucy's mother took use of astragalus to make food for her. Lucy becomes much healthier than before.,Astragalus contains immune enhancing polysaccharide., She is able to eat small amounts of food.
Mineral-rich herb is good to human body. He bought some chickweed to build his body.,Chickweed is a mineral-rich herb.,Cambodia is one of the world's most arid countries.
The scientist applied some nitrogen fertilizer to the lawn. The lawn has absorbed nitrogen fertilizer.,Lawns eat nitrogen.,Nitrogen is used to make fertilizer.
Tom eats dairies every day. He kept health.,Dairies provide nutrients.,Dairies are a natural part of life.
My major is anthropology. I study people in different culture settings everyday.,Anthropology is the study of people in different culture settings., Anthropology is the study of people.
Frank eats nutritious food every day. He is getting smarter and smarter than before.,Nutrients improve mental functions.,"

Dietary changes are part of the process of learning."
Mary found the extrusion of a mass through her vagina. The diagnosis showed that this was prolapse.,Prolapse refers to the extrusion of a mass through the vagina.,"

Lactation is the most common cause of sexual dysfunction in women."
He likes making animations. He enjoys the process of making still images appear alive through the action of motion.,Animation is a man-made process to make still images appear to have life by the action of motion., Animations are a way to make things appear alive.
Lucy recenly did a reserach about berkelium. She found that there was somehting in common with actinide.,Berkelium is the eighth member of the actinide transition series.,Actinide is a very common antibacterial agent.
