The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychological phenomena are the physical manifestations of the human mind.
The electric wires fell into the water. Electricity was conducted to the water.,Wire conducts electricity.,Electricity is used to generate electricity.
There samples of radiolarian and protozoan were placed under the microscope. The radiolarian was observed to be much bigger.,Radiolarians are of large size as protozoans.,Protozoan are smaller than radiolarians.
It has been rainy most of the year and the soil is very wet. Muskmelons are not growing well.,Muskmelons are sensitive to damping off especially under cool wet soil conditions.,Mouths grow best in dry conditions.
Jerry fainted with a shock. His serious condition needed immediate medical treatment.,Shock is a serious condition requiring immediate medical treatment.,Suffocation is a common cause of death in people with severe traumatic brain injury.
He met a blind man. He is very pity for this man.,Pity is a very common emotion in the sighted person towards a blind person.,Pity is the desire to see things in one's own image.
The chemist added many reagents to the two enantiomers respectively. All reagents proved the identical chemical properties of the enantiomers except the optically active reagents.,Enantiomers have identical chemical properties except toward optically active reagents.,Reagents have similar chemical properties.
Linda's father is a builder. Linda's house is built by her father.,Builders build homes.,Buildings are made of materials.
Few people can eliminate their universal human traits in their experience. Most people seems to have the trait of ethnocentrism.,Ethnocentrism seems to be a universal trait of human experience.,Ethnocentrists are a group of people who believe in the universal human trait of the human being.
The male elk gradually grew up. The size of its antlers has also changed.,Antlers are produced yearly by male elk but the size of the antlers changes as the elk ages.,Elk have large antlers.
He wanted to study the flowers of the lily family. He first studied tulips.,Tulips are a part of the lily family.,Tulips are a type of flower known as a lily.
Czech asked the teacher if there were other examples of non-homologous recombination. The teacher introduced transposition to Czech.,Transposition is another example of non-homologous recombination.,Transposition is the process of converting a previously homologous gene into a non-hominous one.
They weighed a carabao. The scale showed that it was 300kg.,Carabaos weigh kgs.,Carabao is a very large animal.
The security inks should be preserved properly. They shouldn't be exposed to common eradication chemicals.,Security inks react with common eradication chemicals.,Exposure to common elimination chemicals can lead to serious health problems.
There was one part of the intestine folds in on itself in this patient. The doctor thought he had the intussusception.,Intussusception is when one part of the intestine folds in on itself.,Intussusceptibility is a condition in which the intestines are unable to pass through the intestinal wall.
I cooked the flesh in the kitchen. I smelt fine flavour.,Flesh has fine flavour.,Meat is rich in flavour.
The skippers are going to look for food. The skippers drank the nectar of various flowering plants.,Skippers dart actively around drinking nectar from a wide variety of blossoming plants.,Nectar is a source of aphids.
The farmer fertilized the potatoes. The farmer had a harvest on potatoes.,Fertilizer provides benefits.,Fertilizers are used to fertilize crops.
Tracy's hiuse is in fire. The fireworkers took use of macrozamia.,Macrozamia are fire tolerant.,Macrozamia is used as a fire retardant.
John is an experienced thief. He has stolen something.,Thiefs have stolen things.,Lists have lists.
Tom doesn't know a few words. He can't express himself clearly.,Literacy is a gauge of one's language ability.,He has limited speech.
I used pea seeds as the bullets of my catapult. I sent out bullets of different sizes.,Peas vary widely in seed size.,Pheasants have diameters.
A serious criminal case has happened recently. The police department mobilized all its officers to investigate the case.,Cops are assigned with tasks.,Officers respond to incidents.
Bell has a strong viability. He proves the function of vitality.,Viability is a function of vitality.,Vitality is the ability to sustain life in a state of suspended animation.
He has a lot of experience in mountaineering. He gave a lot of advice to the climbers.,Suggestions base on experience.,Mountaineering is a profession.
My grandpa attached the hard hollow segments loosely. He made me a rattle.,Rattles are made of loosely attached hard hollow segments.,Rattle is a soft hollow segment attached to the base of the skull.
The rats under investigation showed ischemic renal injury. They were injected with Polymerase to alleviate the symptom.,Polymerase attenuates ischemic renal injury in rats.,Polymerase is a non-steroidal anti-inflammatory drug used to treat kidney injury.
The child eats cereals every day. He was healthy.,Cereals provide healthy snacks.,Cereals are a source of protein to the human body.
People there have no literacy. They can not understand the words on paper or wirte any words.,Literacy consists of writing as well as reading ability.,Literacy is the ability to write in a language.
Jack said he could see some spots in his field of vision. The docter said that was just after image.,Afterimage is the perception of spots in the field of vision.,Image is part of the process of making a picture.
Tom needs money. Tom is planning to rob the bank.,Crime involves properties.,Robberies involve the use of stolen funds.
Tony uses his toothbrush twice a day. Tony's teeth are very healthy.,A toothbrush is a small brush for cleaning teeth.,Dentists use toothbrushes to clean the teeth.
The worker fainted for having food containing Terbium. He was diagnoised as a  moderately toxic state.,Terbium is considered to be moderately toxic.,Terbium is a neurotoxin.
This dish is heavily spiced. This dish has a strong aroma.,Spices provide strong aroma.,Spices have a strong smell.
Tom stared at the nasturtium. He found many levels overlapped like petals.,Nasturtium operates on many levels - like the overlapping petals of the flower.,Petals have higher levels of neutrinos.
This story belongs to a fable. Fox and rabbit in this stroy are in the place of people.,Fables are a specific type of folktale usually about animals behaving as people.,Fox is a mythical animal.
The bacteria on Tom's hand infected tear ducts. Tom bought medicine for sties.,Sties are bacterial infections of tear ducts.,Stimulants are used to control bacterial infection in the wound.
She got a cataract. The doctor found that her eye's clear lens to become cloudy blocking light.,Cataracts cause the eye's clear lens to become cloudy blocking light.,Cataracts are caused by the narrowing of the lens of the eye.
The number of basophils in this poor girl is outside the bounds of normality. This poor girl has suffered from leukemia.,Basophilia is an uncommon cause of leukocytosis.,Basophils are one of the most common types of cancer in the body.
Many patients with fibroadenomas come for treatment in this hospital. Usually the marble-like lumps of tissue of these patients are harmless.,Fibroadenomas are usually harmless marble-like lumps of tissue.,Fibroadenoma is the most common type of fibroblastic lesion in the body.
"Mary and her cow are pregnant in the same month. After nine months, she and her cow will give birth to babies.",Cows have the same gestation period as human women - nine months.,Pregnancy is a time when the baby is most likely to survive.
His mother asked him to buy a green vegetable. He bought an avocado.,Avocados are a vegetable.,Avocados are one of the most popular foods in the United States.
Telecommuning is widely employed by many companies due to the outbreak of epidemic. People stay at home working and communicating with colleagues.,Telecommuting refers to working in one's home instead of going to the office to work.,Communication is the process of communicating with one another.
The doctor monitored the human body. They found that it produced the lactase.,Lactase is produced by the body.,Lactase is a chemical produced by the body to neutralize the harmful substances in the blood.
Mary was one of the runner this time. Mary participated in km tme trials.,Runners participate in km time trials.,Km tme is a series of steps taken to complete a specific task.
Tom hopes to build up his physique. He drinks a lot of probiotic juice.,Probiotics also improve the body's ability to resist attacks from disease-causing germs.,Proteins are the body's natural defense against infections.
Susan took some doxycycline. She became more sensitive to the stimulation of the sun after a few hours.,Doxycycline increases sensitivity to sunlight.,Dopamine is released by the body during the day to stimulate the body's response to the sun.
Tom is a dancer. He expressed himself through dance.,Dance is a language of a people spoken with the body.,Dance is the art of expressing oneself through expression.
Tom is trying to make a plywood. He is cutting a thin continous layer of wood off a log as it is spins around.,Plywood is made by cutting a thin continous layer of wood off a log as it is spun around.,Plywood is made of a thin continuous layer of thick continous layers of wood.
The man deals with sales. He is part of the market.,Markets include sales.,Sales are the process of getting people to buy something.
Tom's gas cooker won't work. He started the fire with a piece of paper.,Paper is also rich in carbon.,Paper is used to make fireplaces.
A long period passes without substantial rainfall in this area. This area is affected by the drought.,Droughts occur when a long period passes without substantial rainfall.,Droughts affect rainfall in many parts of the country.
The clothes of this brand are of good quality. The clothes of this brand sell well.,Dominance suggests quality.,Cotton is one of the best-known fabrics in the textile industry.
He said he saw a hellhound running on the street. I knew he told a lie.,A hellhound is a mythical creature.,Hellhounds are dangerous animals.
Tom was eating the muskmelon. He felt the musk smell.,Muskmelons have musk smell.,Muskmelons are very sensitive to musk odour.
Tom got some zooids. He uses them for tentacles research.,Zooids carry prominent ciliated tentacles.,Zooids are a type of zoanoid.
Tom relinquished his citizenship of his motherland. Tom became a citizen of another country.,Expatriation is the voluntary act of relinquishing one's citizenship.,Citizenship is the process of relinquishing one's citizenship to another.
"They dissected the ovaries in their anatomy class. By mistake, they dissected the kidney next to it.",Ovaries are attached to the kidneys.,Ovaries are part of the body's natural defense against infection.
These strangers invaded the farmers’ home. These strangers were vile intruders.,Intruders invade homes.,Intimidation is the act of making a stranger appear to be a stranger.
We came to the boundary of the wildlife habitat. We saw Vegetation.,Vegetation surrounds wildlife habitats.,Vegetation is the boundary between vegetation.
The adhesives producing factory forgot to add rubber silicone acrylic into the its new products. These products didn't function as they used to do.,Adhesives consist of rubber silicone acrylic.,Rubber is a polymer made from silicone.
There are a lot of donkeys in that area. This habitat has been occupied by them.,Donkeys occupy habitats.,Donkeys live in habitats.
The protagonist is growing. The plot changes with it.,Plots follow growth.,Characters grow.
The photographer took use of proper light. He takes a perfect photo.,Photography uses light.,Photographers use proper lighting.
Astronauts wear spacesuits with lithium hydroxide canisters to work in space. Their exhaled carbon dioxide combines with lithium hydroxide to produce water and purify the air around them.,Spacesuits use lithium hydroxide canisters to remove carbon dioxide.,Lithium hydroxides are also used in space to cool down the surrounding atmosphere.
The mountain goat lives in the mountainous regions. The mountain goat has strong hooves for running up the rocky slopes of the mountains.,Hooves are present in animals of the rocky habitat.,Mountains have strong hulks.
The zookeeper raised many animals. The zookeeper fed them with milk.,Milk feeds animals.,Zookeepers feed on mammals.
Tom was a diabetic when he was 13. He had impotence when he was 25.,Impotence is common in persons with diabetes.,Impotence is the inability to control blood glucose levels.
My father has mild to moderate hypertension. There is Nadolol as an effective choice in all his medicine.,Nadolol is effective in treating mild to moderate hypertension.,Nadolol is a non-steroidal anti-inflammatory drug with no known side effects.
Tom forgot to clean the infected area. Pycnidia grows around Tom's wound.,Pycnidia develop within the infected tissue.,Pycnidia is a very common infection of the wound.
The coast were filled with visitors for tides. Only those in certain ranges could see the tides.,Coasts have limit tidal ranges.,Tides are a measure of the extent of sea level change over a given period of time.
Jim faces the stress of finding a job. He is too distressed to sleep at night.,Distress is stress caused by an event in one' s life.,Sleeping is one of the most stressful aspects of life.
We thought macromolecules were scant in cells. Our teacher pointed out our thought was wrong.,Macromolecules are abundant in cells.,Macromolecule is the smallest of all the small molecules in the body.
A stove is an enclosed space in which fuel is burned to provide heating. Its surfaces protect people from hurting.,Stoves have surfaces.,Stoves are made of wood.
Lightning rapidly heats and expands the surrounding air. Thunder appears in the sky at once.,Thunder is caused by the expansion of air at high speeds.,Thunder is a type of lightning.
Amy didn't deal with the tantrum of her son very well. She blamed herself for failure to solve such a natural thing in child's development.,Tantrums are a natural occurrence in every child's development.,Tantrums are a natural part of the human experience.
The botanist specialized in vascular plants investigated bryohytes. He found the latter has a much wider ranges of distribution.,Bryophytes generally have much wider geographic ranges than vascular plants.,Bryohys have a wide range of vascular plants.
Timothy brings some sulfates into the living room. The room is cooling a little bit.,Sulfates cause a cooling of the atmosphere.,Sulfates help cool the room.
Peter kept a anole in a glass cabinet. The anole climbed out along the wall of the glass cabinet and ran away.,Anoles can climb glass walls.,Anoles climb up the walls of glass cabinets.
Jack's mother peeks at Jack's diary. Jack's mother learns that Jack has an appointment.,Diaries have appointments.,Departure is the process of leaving the body.
Tom found a wooden bar to fire the paper. He started to produce heat with the friction of the bar.,"Friction produces heat, an essential element of fire.",Friction is a measure of the amount of friction between two surfaces.
He told his mother that he wanted a beetle. His mother gave him a ladybug.,Ladybugs are a type of insect known as beetles.,Ladybugs are one of the most common insects on the planet.
Mary's white blood cell count was significantly lower. The results showed she was infected with streptococcus.,Streptococcus kills white blood cells.,Streptococcal is a common infection of white blood cells.
They  went to the theater. They found it's a room surrounded by walls.,Theaters have walls., Theater is a space with walls.
My mentor calculated the number of recurring periodic waves in one second. She got the frequency of the sound.,Frequency is denoted as the number of times a regularly recurring phenomenon occurs in one second.,Frequency is the number a sound has in a second.
Mary felt the extrusion of a mass through her vagina. The docter diagnoised her with prolapse.,Prolapse refers to the extrusion of a mass through the vagina.,Prelapse is when the blood vessels in the rectum become inflamed.
Lucy eats barley every day. She keeps a healthy state.,Barley has healthy nutrients.,Balsam contains calcium.
Farmers want to grow sweeter oranges. Scientists pick one out of thousands of breeds.,Breeds have different genetic characteristics.,Sawberries are one of the best-known varieties of fruit.
Eating lobsters makes Luke allergic. He begins to bleed in the nose.,Nosebleeds are common in food allergy.,Lobsters can also cause vomiting.
Tom gave his patient a barbiturates injection in order to relieve his pain during the operation. The patient still suffered from serious pain.,Barbiturates have little analgesic action at subanesthetic doses.,Barbiturate is used to relieve pain during an operation.
Alice gave Lucy a call. She told Lucy a lot of news.,Calls include chatter.,News comes from people.
Tom sowed bramble seeds last year. Tom ate a lot of pots of brambles this year.,Brambles produce fruit the second year after planting.,Brambles are a type of edible plant native to the United States.
Scientists are studying a new type of material to make spacecraft. They finally made a new mental containing titanium.,Titanium is a strong lightweight metal used extensively in spacecraft.,Titanium is one of the most common metal found in the universe.
Jessy flattened the blanket on her bed. The colorful surface of the blanket faces up.,Blankets have surfaces.,Curtains have glossy surfaces.
It has been hailing heavily outside for a few hours. People on the street didn't get wet even without an umbrella.,Hailstones are hard pellets of ice which are usually a few millimetres in diameter.,Aurora is a rain-soaked city in central Brazil.
These two species benefit from their interaction. They achieved Mutualism.,Mutualism occurs when both species benefit from their interaction.,Mutualism is the ability of two species to benefit from one another's interaction.
Waterwheels satrted work efficiently. The mills can set to work.,Waterwheels drive mills.,Mills operate at low temperatures.
A biologist measured the amount of venom used by rattlesnakes. He found that its amount could be adjusted.,Rattlesnakes are capable of adjusting the amount of venom they use.,Rattlesnake venom is about the same as a human's body weight.
Alice eats some health products containing antacids. The painkillers he took before have failed.,Antacids interfere with many drugs.,Antacids are used to treat many chronic pain conditions.
Aardvark always looks different from other sea creatures. People can always recognize aardvark easily.,Aardvarks have characteristics.,Aardves have the ability to see in the dark as well as in the light.
The naughty boy knew his sistar hate animals with big mouths. He caught a bass to scare her.,Bass has large mouths.,Sistar have big jaws.
Jack breaks down hydrogen peroxide. Water is formed.,Peroxide is water with lots of oxygen.,Hydrogen peroxide is a gas produced by the combustion of water to make electricity.
Tom often touches the tin bar without any protection. His skin was caustised.,Tin is caustic to the skin.,Cranes are a type of toothpaste used to remove dirt from the bottom of the mouth.
Geese spend a lot of time staying in their nests. Geese build their nests carefully.,Geese prefer nests.,Necks are very well-stocked with food.
"As the environment deteriorates, the mass of the star decreases. It becomes less bright than before.",Stars vary in brightness throughout their lives based primarily on their mass.,Luminosity is a measure of the amount of light in the atmosphere at a given point in time.
The guide lead the tourists to climb the mountain. The guide adviced the tourists to have a rest.,Guides advise tourists.,Rest is a state of mind in which one is able to focus on the task at hand while focusing on the.
They are asked to make composites. They used several different materials.,Composites are solid materials made of substances with different physical characteristics.,Composites are made of a variety of materials.
Mike's parents sent Mike to learn decryption. Mike learned to reverse the unintelligible data into meaningful data using a key.,Decryption is the process of reversing the unintelligible data into meaningful data using a key.,Decryption is the process of reversing the invisible data into significant data.
"Tom has a peel. Since then, Tom's skin has become red.",Peels can sometimes cause persistent redness of the skin.,Pellets are a type of skin disease caused by a mutation in the gene known as keratinocytes.
Lucy has bought a professional book. She firstly gave a look at the guideline.,Publications explain common guidelines.,Guidelines have recommendations.
"Metals with high conductivity can be used to make wires. Copper, tin and aluminum are all good choices.",Tin is a metal with a high conductivity.,Copper is the most conductive metal on the market.
Lily has conflict with Lucy. Their friends mediate their conflicts.,Mediation is a process used in helping people resolve conflicts.,Compassion is the art of resolving conflicts.
There are many dwarfism patients. Most of them have achondroplasia.,Achondroplasia is the most common type of dwarfism.,Dwarfism is a disease of the dwarf body with a large number of dwarf-like features.
John was not armed. He picked up a stick.,Sticks are arms.,He pointed it at the head of a man with a knife.
Host switch occurred between the two patients. Plasmodium vivax malaria of one of them was passed to the other.,Host switch leads to emergence of Plasmodium vivax malaria in humans.,Plasmodia is a common cause of plasmodic malaria in humans.
This is a case of recidivism. The criminal repeated his previous crime.,Recidivism involves repeat offenders of the same crime.,Recidivism is the process of re-offending from a previous criminal offense.
"In an orchard, a photographer prepares to take a picture of papaya flowers. The grower tells the photographer to come back when the papayas are about one meter tall.",Papayas start flowering when they are about one metre tall.,Papayas have a height of about one-third of an inch.
Jack is an agronomist. He studies the particular plant science concerning crop production.,Agronomists study the particular plant science concerning crop production.,Agronomists study the specific plant science of agriculture.
It is said that brachiopods appeared in that forest. Many biologist went there for their rarity.,Brachiopods are rare today.,Brachiopods are one of the rarest of all vertebrates.
She keeps some ringtails. She bought some meat as fodder.,Ringtails are omnivores but seem to prefer meat.,Meat is a source of protein.
John bought some kits. Their total weight is 100 ounces.,Kits weigh ounces.,Kits weigh about one-third of an ounce.
Poison damages protein by destroying the peptides. The protein expression will not be regulated in this case.,Peptides regulate some aspects of protein expression.,Proteins are involved in the regulation of protein expression.
I didn't know what the small brown capsule was. My father told me it was a pupae.,Pupae are small brown capsules.,Pupae are small brown capsules.
Kudus are African animals. We can see many stripes on their backs.,Kudus have blades.,Dromedaries have stripes on the front of their heads.
The blanket was dirty. He cleaned the surfaces.,Blankets have surfaces.,Cleaning is the process of removing dirt from a surface.
The plankton bloom all died of the pollution. The manta was hungry.,Manta rays as they feed on plankton bloom.,Manta feed on plankton.
The plane was hit in thunderclouds. It was destroyed by large amounts of electrical energy.,Thunderclouds build up large amounts of electrical energy.,Thunderstorms are a type of lightning-like phenomenon.
Tom is four-month years old. He can walk.,Cubs start to walk at four months of age.,Dogs are able to walk at a very high rate of speed.
I want judge her boyfriend. I try to watch his behaviours.,Judging  watchs.,Judgment is the process of watching a person's behaviour.
The metal was conducting electricity. The electrons tiny charged particles inside atoms carried the electricity.,Electricity flows through a material carried by electrons tiny charged particles inside atoms.,Electrons carry small amounts of charge.
Prevalent phenomena are usually acceptable at that time. Cannibalism seems to have been acceptable in the earliest times.,Cannibalism seems to have been prevalent in the earliest times.,Cannibalism is a type of non-therapeutic drug used to treat a variety of diseases.
Vegetarian don't eat meat. Hares wont eat meat.,Hares are strictly vegetarian.,Hares are omnivores.
Winter is coming. Many birds are flying to south these days.,Migration depends on climates.,Climbs provide nesting sites.
Mapel looked at the stars through a telescope. Mapel only sees a lot of light spots.,Stars appear only as pinpoints of light in the sky even through the most powerful telescopes.,Starlight is a very small part of the sky's overall picture.
The researcher analyzed the nucellus into details. He found that it consists of many living parenchymatous cells.,Nucellus consists of living parenchymatous cells.,Nucelli are among the most abundant of all living cell types.
The growth of Myceliums should be promised in Tom's experiment. Tom put the microorganism in suitable substrate.,Myceliums grow in suitable substrate.,Mycelium grows in a suitable substrate to grow on.
The natural habitat was exploited a lot. It was almosted destroyed.,Exploitation destroys natural habitats.,Wildlife is one of the most vulnerable groups in the natural environment.
Luna wants to take pictures of some flowers in early spring. She finds some hepaticas in the fields.,Hepaticas are among the first flowers to bloom in the spring.,Hepaticas are among the most common flowering plants in the United States.
The government encourages students to learn knowledge. Only in this way can students make an impact in the future.,Knowledge cans have impact.,Knowledge is the ability to make a difference in the lives of people.
The child described big black birds in his dream. His parents told him not to be afraid of ravens.,Ravens are big black birds.,Ravens are large black birds.
The doctor told the pregnant woman to have food with high folic acid. She went to buy beets in the supermarket.,Beets contain high amounts of folic acid.,Beets are high in a substance known as thiamine.
He was interest in painting. His favorite was the painting patterns.,Interest includes patterns.,Patterns are the patterns of a particular type of animal.
"There are many areas in our country. We can identify the, through their different characteristics.",Crews identify areas.,Identification is the process of identifying a group of individuals by their characteristics.
There is no precipitation in this region. . The prospect of the harvest looks bleak. .,Rain is essential for farming.,Irrigation leads to drought.
Tom likes to eat tasteful fruit. Tom often buys avocados.,Avocados have taste.,Avocados are a good source of protein.
He is the deputy of the CEO. He is responsible for the security of CEO.,Deputies provide security.,Securing is the responsibility of the management of a company.
Scientists are studying pollination of flowers. Scientists found that nocturnal insets and the flowers themsleves do great help.,Pollination is often done by nocturnal insects but self-pollination also occurs.,Pollination occurs during the day in the south-eastern part of the United States.
Tom ate a lot of spicy food. His stomach mucosa was damaged.,Irritants affect mucous membranes.,Spirits can damage the lining of the stomach.
The student majored in medicine had to choose a ressearch interest. He chose Psychiatry.,Psychiatry is a branch of medicine.,Psychology is the study of the human brain.
My father is an acrobat. He tried to make my body highly plastic.,Acrobats are high-impact plastic.,Acrobatics is the art of making things as they are.
Capitalism had a rapid development in this country. Many factories which concentrated on production sprung up.,Capitalism is the growth of an industry with a concentration on production.,Industrialization is the process of transforming one type of product into another.
There was a quake in the city. The instrument detected the wave.,Quakes generate waves.,Rise is a type of earthquake.
I observed the whole process of guppies giving birth. I saw the baby guppies come out and swim away.,Guppies can swim as soon as they leave their mother's body.,Guppies swim in pools.
The source of the toxins were exposed to a large amount of heat. It emited a lot highly toxic fumes.,Heat can cause emission of highly toxic fumes.,Toxins are extremely toxic to the human body.
Mary's body is very flexibel. She is able to move body joints through a full range of motion.,Flexibility is the ability to move body joints through a full range of motion.,Flexibility is the ability to move parts of the body in a straight line without the use of muscles.
Tom wanted to get some gelatine. He hydrolyzed collagen by boiling skin ligaments tendons etc.,Gelatine is obtained by hydrolysis of collagen by boiling skin ligaments tendons etc.,Gelatine is a very effective anti-oxidant.
Tom puts the bananas in the bag to ripen. There are water drops on the inner wall of the bag after the banana is ripe.,Bananas produce large quantities of heat when they are ripening.,Bananas have a hard outer shell with a soft outer shell.
Air saturation builds up. The resistivity increases gradually.,Resistivity increases with air saturation.,Resistivity is a measure of the amount of resistance applied to a material.
That piece of blue and white porcelain dates from the Song Dynasty. From its body can be seen the prosperity of the Song Dynasty.,Craft have time travel capability.,Porcelain is a delicacy in the Song dynasty.
Seapals were ruptured by naughty kids. The developing bud lost its protection.,Sepals help protect the developing bud.,Buds are the most vulnerable members of the human body.
At night Tom explored the subterranean burrows often excavated by aardvarks. He found warthogs.,Warthogs take shelter in subterranean burrows often excavated by aardvarks at night.,Warthogs graze in underground burrows.
Sheep still need to be outdoors in winter. Ensuring their nutrition is critical.,Nutrition is the key to keeping sheep outside in the winter.,Ensuring the health of their livestock is the responsibility of the state.
Bob read some related publications. He learned more details.,Publications offer details.,Sources include journals.
He studied at what are quills made of. At last he knew they were made of modified hairs with a coat of keratin.,Quills are made of modified hairs with a coat of keratin.,Quills are made from modified hairs.
The Smiths live in Amazon. The elderly in the family are all over 90 years old.,Amazons are long lived creatures living up to eighty years.,Shelter is the most common cause of death in children under the age of two years of age.
Tom visited the zoo. Tom discovers that cubs live in different areas of the zoo depending on their genders.,Cubs are divided equally between genders at birth.,Cubs have different sexes depending on the sex of their parents.
Squeezing the juice out of the fruit diminishes the nutritions inside. Juices are not as good as fruits.,Juices are made by squeezing the juice out of the fruit.,Juices have very little nutritions.
"After the Second World War, the population's standard of living and reactions changed. After World War II, global governance has changed.",Governance is the change brought about by the populations reactions.,Global governance is a system of governance based on the international community's ability to control the distribution of resources.
Tom is very careful about eating healthy. He substituted linseed oil for soybean oil.,Flaxseed is rich in linseed oil.,Linseed oil is a very high in fat-soluble protein found in soybeans.
Mary likes motmots very much. She likes their turquoise plumage especially.,Motmots are magnificent birds with striking turquoise plumage.,Moatheons have a plumage almost as white as the plumage of a mollusks.
The old man wanted to keep healthy. The old man ate food that can purify his body.,Purity is also a state of health.,Suffice it to say he is a vegetarian.
I planted dogwoods in my garden. It thrived without being overwhelmed by other various plants.,Dogwoods are tolerant of competition from many other plants.,Dogwoods thrive on a wide variety of plants.
I once used ointments. I think lotions are better.,Lotions are much thinner than ointments.,Ointments are a type of laxative.
Customers should be informed of safety instructions. Attendants who are familiar with safety instructions are needed.,Attendants provide safety instruction.,Attendants provide safety instruction.
The poor lady became our queen. She could live her natural life span.,Queens live natural life span.,Kingdom is defined by the number of years a person has lived in a given country.
People have long been inseparable from petrochemicals such as plastics. Experts worry that the environmental protection policy on petroleum use will be aborted.,Petrochemicals are chemicals derived from petroleum.,Petrochemical use is a significant source of greenhouse gas emissions.
My phone is fully charged. I can make calls now.,Charge has effects., Calls are made from the phone.
Rodents have special teeth. Teeth show one of their characteristics.,Rodents have characteristics.,Teeth have special features.
John saw the criminal's face and told the police. The police got the criminal.,Criminals have faces.,Cops have facial recognition capability.
Tom has many kinds of waterfowl in his farm. Tom needs to prepare a variety of different feeds.,Waterfowls eat vary diets.,Fowl feed on a wide variety of foods.
He is a slave to the landlord's family. He was forced by the landlord to do something.,Slavery is something imposed upon a human being by another at some moment after birth.,Slavery is the act of making a payment on behalf of another person.
The boss made over all his equity in the company. He no longer has the ownership interest of the business enterprise.,Equity is the ownership interest of the business enterprise.,Equity is the ownership of an ownership interest in an enterprise.
The plastic was decompsed. There are a lot of carbon dioxide around it.,Decomposition releases carbon dioxide.,Decomposition is the process of removing carbon dioxide from the air.
Mary wants to have a localized massage on her hands. The doctor tells her to do acupressure.,Acupressure is a type of highly localized massage.,Acupressures are the removal of the outer layer of skin from the body.
The examination data showed severe calcification. The doctor said she had an aging placenta.,Calcification is a sign of placental aging.,Calcification is the gradual loss of the white blood cells in the body.
The citizens hope the government can build more ways. The government considers different environmental consequences.,Ways have different environmental consequences.,Decisions are made by the government.
Peregrines passed my sight. I saw swift shadows.,Peregrines are fast fliers.,Reptiles have sharp teeth.
Tom wants to collect some remains of marine invertebrates. He picked up a lot of seashells.,Seashells are among the most familiar remains of marine invertebrates.,Seahells are one of the most common sea urchins.
This hamburger restaurant ran out of meat. It ordered raw meat from the farm of cattles.,Hamburgers come from dairy cattle.,Cattles are a type of meat produced by cattle.
Lisa went to the zoo and saw the stag. She saw that most stags are dark brown with a prick on their neck.,Stags tend to be a much darker brown with a scruff of hair on the front of the neck.,Stag have prick marks on their necks.
He is addicted to alcohol. He can't control his life.,Alcoholism results in loss of control.,Alcohol causes a desire to control one's life.
He earned a lot of mony this season compared with last one. His profit increased a lot.,Profit is the increase in wealth in a period.,Mony is the business of making money.
The bomb on the left exploded. The bomb next to it exploded too.,Explosions produce explosions.,Bombers have explosive devices.
The doctor told William that his eyesight was gradually losing. The doctor used radiotherapy to treat William.,Radiotherapy uses low dose radiation to stop the progression of vision loss on the retina.,Radiotherapy is used to treat a wide range of eye diseases.
Courtney feels that she has a high level of carbon dioxide. The doctor takes a blood test on her.,Bloodstreams carry carbon dioxide.,Blood tests confirm the presence of carbon monoxide in the blood.
The ground was scattered with decaying fish. The air is full of the stink of decayed fish.,Decay has impact.,Decomposition is caused by the decomposition of dead fish.
Their company has laid down a series of mining rules. They follow this rule in every mine areas.,Rules apply to mine areas.,Mining is the process of laying down a set of regulations.
The lady hoped her poodle can have enough nutrients. She bought various food containing proteins and so on.,Poodles need proteins.,Poodles are high in protein but low in carbohydrates.
Tom seached for relevant laws. He didn't know which version to follow.,Laws include versions.,Legislation is the law of the land.
Peter exposed a live circuit to a changing magnetic field. The state of the wire changes.,Induction occurs when a magnetic field changes with time.,Circuits change electrical conductivity.
Tom wanted to do some studies. Tom went to the school lab and finished the studies.,Labs have facilities.,Sciences is the science of studying the universe.
Explosives dissolve easily in water. It difficult for scientists to extract the explosive molecules of explosives.,Explosives dissolve easily in water making it difficult to extract the explosive molecules.,Electrolytes are a type of chemical used in the manufacture of explosive materials.
Tom has suffered migraine for a long time. He felt dizzy yesterday.,Migraines are a possible cause of dizziness.,Dizziness is a common symptom of migraine.
They saw meerkats in South Africa. They were surprised by its unique patterns.,Meerkats have own unique patterns.,Krill is one of the few animals with a distinctive pattern.
Tom wore two left boots in the morning. His foot was uncomfortable.,Boots have sides.,Boots are made of rubber.
He analysed the composition of the soil. He discovered many different elements.,Soil contains many different elements.,"Fossils contain a wide variety of different elements including carbon monoxide, nitrogen oxides, sulphur dioxide."
Overloading has caused serious consequences. There are rules for penalizing such consequences.,Rules govern consequences.,Rules apply to all situations.
Mike is a sheriff. He was elected as officals in his county.,Sheriffs are elected officials in their counties.,Offices have political branches.
Tom has many adjacent plots. These plots are full of wheat.,Wheat grows in adjacent plots.,Wheat is one of the few crops in the family known to have a direct relation to the soil.
He wiped those nourishment on the tissue. The test showed that the deeper tissue has got the nourishment.,Nourishment passes into tissue.,Nourishment is the process of getting the blood to clot in the cell.
Larvaceans are growing every day. Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans rebuild their house every day.,Arvaces are one type of arachnid.
Tom borrows money from his colleagues every day. He is in debt now.,Debt is an amount owed as of a certain date.,Credit is a measure of the amount of money a borrower has to spend to pay bills.
